Time (s),Voltage (mV)
879662.7802762,3.0
879662.7812764,0.0
879662.7822792,0.0
879662.7832784,0.0
879662.7842761,0.0
879662.7852753,3.0
879662.7862738,0.0
879662.7872654,0.0
879662.7882655,0.0
879662.7892744,0.0
879662.7902654,0.0
879662.7912685,0.0
879662.7922775,0.0
879662.7932642,0.0
879662.7942702,0.0
879662.7953019,0.0
879662.7962801,0.0
879662.7972635,0.0
879662.7982668,0.0
879662.7992746,0.0
879662.8002787,0.0
879662.8012794,0.0
879662.8022783,0.0
879662.8032743,0.0
879662.8042834,0.0
879662.8052778,0.0
879662.8062768,0.0
879662.807265,0.0
879662.8082823,0.0
879662.8092748,0.0
879662.8102753,0.0
879662.8111728,0.0
879662.8122789,0.0
879662.8131727,0.0
879662.814275,0.0
879662.8152794,0.0
879662.816274,0.0
879662.8172801,0.0
879662.8182774,0.0
879662.8192749,0.0
879662.8202753,0.0
879662.8212757,0.0
879662.8222768,0.0
879662.8232746,0.0
879662.8242781,0.0
879662.8252646,0.0
879662.8262748,0.0
879662.8272433,0.0
879662.8281772,0.0
879662.8292639,0.0
879662.8302642,0.0
879662.8312685,0.0
879662.8322748,0.0
879662.8332639,0.0
879662.8342797,0.0
879662.8352738,0.0
879662.8362847,0.0
879662.8372702,0.0
879662.8382646,0.0
879662.8392767,0.0
879662.8402781,0.0
879662.841264,0.0
879662.842264,0.0
879662.8432689,0.0
879662.8441798,0.0
879662.8452647,0.0
879662.846263,0.0
879662.8472766,0.0
879662.8482768,0.0
879662.8492849,0.0
879662.8502663,0.0
879662.8512744,0.0
879662.8522709,0.0
879662.8532657,0.0
879662.8542778,0.0
879662.8552749,0.0
879662.8562822,0.0
879662.8572662,0.0
879662.8582655,0.0
879662.8592483,0.0
879662.8602739,0.0
879662.8612749,0.0
879662.8622754,0.0
879662.8632653,0.0
879662.864264,0.0
879662.8652679,0.0
879662.8662648,0.0
879662.8672806,0.0
879662.8682746,0.0
879662.8692742,3.0
879662.8702679,0.0
879662.871265,0.0
879662.8722643,0.0
879662.8732851,0.0
879662.8742665,0.0
879662.8752636,0.0
879662.8762664,0.0
879662.8772741,0.0
879662.8782659,0.0
879662.8792737,0.0
879662.8802631,0.0
879662.8812659,0.0
879662.8822849,0.0
879662.8832681,0.0
879662.8842755,0.0
879662.8852648,0.0
879662.8862652,0.0
879662.8872742,0.0
879662.8882679,0.0
879662.8892769,0.0
879662.8902817,0.0
879662.8911466,0.0
879662.8922744,0.0
879662.8932643,0.0
879662.8942685,0.0
879662.8952655,0.0
879662.8962636,0.0
879662.8972807,0.0
879662.8982805,0.0
879662.8992799,0.0
879662.900273,0.0
879662.9012777,0.0
879662.9022729,0.0
879662.903275,0.0
879662.9042698,0.0
879662.9052716,0.0
879662.9062086,0.0
879662.90721,0.0
879662.9081322,0.0
879662.909105,0.0
879662.9102089,3.0
879662.9110962,0.0
879662.9122017,3.0
879662.9132019,0.0
879662.914203,0.0
879662.9152005,0.0
879662.9161994,0.0
