Time (s),Voltage (mV)
878490.8439955,0.0
878490.8441751,0.0
878490.844309,0.0
878490.8444084,0.0
878490.8444938,0.0
878490.8445787,0.0
878490.8446635,0.0
878490.8447485,0.0
878490.8448355,0.0
878490.8449206,0.0
878490.8450056,0.0
878490.8450905,0.0
878490.845175,0.0
878490.8452599,0.0
878490.8453449,0.0
878490.8454297,0.0
878490.8455144,0.0
878490.8455986,0.0
878490.8456831,3.0
878490.8457677,0.0
878490.845853,0.0
878490.8459378,0.0
878490.8460228,0.0
878490.8461081,0.0
878490.8461934,0.0
878490.8462777,0.0
878490.8463624,0.0
878490.8464471,0.0
878490.8465329,0.0
878490.846617,6.0
878490.8467017,0.0
878490.8467864,0.0
878490.8468719,0.0
878490.8469624,0.0
878490.8470488,0.0
878490.8471339,0.0
878490.8472191,0.0
878490.8473042,0.0
878490.8473892,0.0
878490.8474737,0.0
878490.8475587,0.0
878490.8476434,0.0
878490.8477287,0.0
878490.8478134,0.0
878490.8478982,0.0
878490.8479823,0.0
878490.8480671,0.0
878490.8481513,0.0
878490.8482355,0.0
878490.8483194,0.0
878490.8484038,0.0
878490.848488,0.0
878490.848573,0.0
878490.8486578,0.0
878490.8487424,0.0
878490.8488267,0.0
878490.8489122,0.0
878490.8489969,0.0
878490.8490813,0.0
878490.8491654,0.0
878490.8492496,0.0
878490.8493342,0.0
878490.8494185,0.0
878490.8495027,0.0
878490.8495871,0.0
878490.8496719,0.0
878490.8497565,0.0
878490.8498406,0.0
878490.8499253,0.0
878490.8500095,0.0
878490.8501152,0.0
878490.8502731,0.0
878490.8503583,0.0
878490.8504427,0.0
878490.8505277,0.0
878490.8506126,0.0
878490.8506977,3.0
878490.8507829,0.0
878490.8508675,0.0
878490.8509524,0.0
878490.8510372,0.0
878490.8511219,0.0
878490.8512069,0.0
878490.8512923,0.0
878490.8513769,0.0
878490.8514618,0.0
878490.8515467,0.0
878490.8516318,0.0
878490.8517178,0.0
878490.8518026,0.0
878490.851888,0.0
878490.8519724,0.0
878490.8520571,0.0
878490.8521414,0.0
878490.8522264,0.0
878490.8523116,0.0
878490.8523965,0.0
878490.852481,0.0
878490.8525663,0.0
878490.8526506,0.0
878490.8527348,0.0
878490.8528193,0.0
878490.8529038,0.0
878490.8529884,0.0
878490.8530728,0.0
878490.8531573,0.0
878490.8532417,0.0
878490.8533262,0.0
878490.8534113,0.0
878490.8534962,0.0
878490.853581,0.0
878490.8536654,0.0
878490.8537501,0.0
878490.853835,0.0
878490.85392,0.0
878490.8540048,0.0
878490.8540896,0.0
878490.8541744,3.0
878490.8542592,0.0
878490.8543435,0.0
878490.8544283,0.0
878490.8545124,0.0
878490.8545966,0.0
878490.8546809,0.0
878490.8547659,0.0
878490.8548503,0.0
878490.8549352,0.0
878490.8550203,0.0
878490.8551049,0.0
878490.8551896,0.0
878490.8552742,0.0
878490.8553751,0.0
878490.8554648,0.0
878490.8555537,0.0
878490.8556428,0.0
878490.8557318,0.0
878490.8558212,0.0
878490.8559104,0.0
878490.8560001,0.0
878490.8560895,0.0
878490.8561787,0.0
878490.8562677,0.0
878490.8563575,0.0
878490.856447,0.0
878490.8565363,0.0
878490.8566253,0.0
878490.8567148,0.0
878490.8568033,0.0
878490.8568921,0.0
878490.8569816,0.0
878490.8570709,3.0
878490.8571603,0.0
878490.8572497,0.0
878490.8573391,0.0
878490.8574284,0.0
878490.8575173,0.0
878490.8576068,0.0
878490.8576959,0.0
878490.8577849,0.0
878490.8578743,0.0
878490.8579639,3.0
878490.8580531,0.0
878490.8581425,0.0
878490.8582314,0.0
878490.858322,0.0
878490.8584113,0.0
878490.8585005,0.0
878490.8585898,0.0
878490.8586795,0.0
878490.8587689,0.0
878490.8588583,0.0
878490.8589469,0.0
878490.8590359,0.0
878490.8591247,0.0
878490.8592131,0.0
878490.8593017,0.0
878490.8593905,0.0
878490.8594796,0.0
878490.8595686,0.0
878490.8596576,0.0
878490.8597469,0.0
878490.859836,3.0
878490.8599275,0.0
878490.8600176,0.0
878490.8601069,0.0
878490.860196,0.0
878490.8602849,0.0
878490.8603739,0.0
878490.8604636,0.0
878490.860553,0.0
878490.8606424,0.0
878490.8607315,0.0
878490.8608207,0.0
878490.8609099,0.0
878490.8609999,0.0
878490.8610889,3.0
878490.861178,0.0
878490.8612668,0.0
878490.8613558,0.0
878490.861445,0.0
878490.8615345,3.0
878490.8616239,0.0
878490.8617139,0.0
878490.8618035,0.0
878490.8618926,0.0
878490.8619822,0.0
878490.8620721,0.0
878490.8621619,0.0
878490.8622515,0.0
878490.8623411,6.0
878490.8624306,0.0
878490.8625196,0.0
878490.8626162,0.0
878490.8627068,0.0
878490.8627968,0.0
878490.8628881,0.0
878490.8629778,0.0
878490.8630673,0.0
878490.8631568,0.0
878490.8632464,0.0
878490.863336,3.0
878490.8634262,0.0
878490.8635153,0.0
878490.8636045,0.0
878490.8636936,0.0
878490.8637827,0.0
878490.8638718,0.0
878490.8639612,0.0
878490.8640504,0.0
878490.8641396,0.0
878490.8642287,0.0
878490.8643177,0.0
878490.8644068,0.0
878490.8644963,0.0
878490.8645855,0.0
878490.8646749,0.0
878490.8647647,0.0
878490.8648541,0.0
878490.864943,0.0
878490.8650329,0.0
878490.8651221,0.0
878490.8652114,0.0
878490.8653007,0.0
878490.8653902,0.0
878490.8654799,0.0
878490.8655691,0.0
878490.8656582,0.0
878490.8657478,0.0
878490.8659449,0.0
878490.866038,0.0
878490.8661282,0.0
878490.8662186,0.0
878490.8663085,0.0
878490.8663984,0.0
878490.8664872,0.0
878490.8665765,0.0
878490.8666667,0.0
878490.8667565,0.0
878490.8668462,0.0
878490.8669352,0.0
878490.8670246,0.0
878490.8671142,0.0
878490.8672044,0.0
878490.8672962,6.0
878490.867386,0.0
878490.8674748,0.0
878490.8675639,0.0
878490.8676531,0.0
878490.8677426,0.0
878490.8678317,0.0
878490.8679213,0.0
878490.8680101,0.0
878490.8680996,0.0
878490.8681889,0.0
878490.8682783,0.0
878490.8683679,0.0
878490.868458,0.0
878490.8685469,0.0
878490.868636,0.0
878490.8687247,0.0
878490.868814,0.0
878490.8689032,0.0
878490.8689928,0.0
878490.8690815,0.0
878490.8691705,0.0
878490.8692594,0.0
878490.8693486,0.0
878490.8694378,0.0
878490.8695275,0.0
878490.869617,0.0
878490.8697065,0.0
878490.8697954,0.0
878490.8698846,0.0
878490.8699735,0.0
878490.8700622,0.0
878490.8701516,0.0
878490.870243,0.0
878490.8703321,0.0
878490.8704215,0.0
878490.8705109,0.0
878490.870601,0.0
878490.8706902,0.0
878490.8707792,3.0
878490.8708684,0.0
878490.8709574,0.0
878490.8710461,0.0
878490.8711349,0.0
878490.8712241,0.0
878490.8713134,0.0
878490.8714024,0.0
878490.8714915,0.0
878490.8715807,0.0
878490.8716991,0.0
878490.8717888,0.0
878490.8718789,0.0
878490.871968,0.0
878490.8720576,0.0
878490.872147,0.0
878490.8722372,0.0
878490.8723269,0.0
878490.8724164,0.0
878490.8725053,6.0
878490.8725952,0.0
878490.8726843,0.0
878490.872775,0.0
878490.8728639,0.0
878490.8729529,0.0
878490.8730416,0.0
878490.8731301,3.0
878490.8732186,0.0
878490.8733077,0.0
878490.8733969,0.0
878490.8734863,0.0
878490.8735752,0.0
878490.8736642,0.0
878490.8737528,0.0
878490.8738415,0.0
878490.8739301,0.0
878490.8740188,0.0
878490.8741074,0.0
878490.8741961,0.0
878490.8742852,0.0
878490.8743737,0.0
878490.8744629,0.0
878490.8745527,0.0
878490.8746425,0.0
878490.8747319,0.0
878490.8748207,0.0
878490.8749097,0.0
878490.8749985,0.0
878490.8750874,3.0
878490.875177,0.0
878490.8752659,0.0
878490.8753695,0.0
878490.8754602,0.0
878490.8755498,0.0
878490.8756402,0.0
878490.87573,3.0
878490.87582,0.0
878490.8759094,0.0
878490.8759987,0.0
878490.8760884,0.0
878490.8761779,6.0
878490.8762675,0.0
878490.8763567,0.0
878490.8764455,3.0
878490.8765348,0.0
878490.8766238,0.0
878490.876713,0.0
878490.8768023,0.0
878490.8768921,0.0
878490.8769811,0.0
878490.8770704,0.0
878490.8771594,0.0
878490.8772491,0.0
878490.8773387,0.0
878490.8774298,0.0
878490.8775193,0.0
878490.8776095,0.0
878490.8776987,0.0
878490.8777879,0.0
878490.8778779,0.0
878490.8779667,0.0
878490.8780552,0.0
878490.8781441,0.0
878490.878239,0.0
878490.878329,0.0
878490.8784176,0.0
878490.8785092,0.0
878490.8785991,0.0
878490.8786884,0.0
878490.8787779,0.0
878490.8788671,0.0
878490.878957,0.0
878490.8790458,0.0
878490.8791352,0.0
878490.879224,0.0
878490.8793134,0.0
878490.8794024,0.0
878490.8794915,0.0
878490.8795803,0.0
878490.8796695,0.0
878490.8797583,0.0
878490.8798475,0.0
878490.8799366,0.0
878490.880026,0.0
878490.8801152,0.0
878490.8802049,0.0
878490.8802943,0.0
878490.8803833,0.0
878490.8804721,0.0
878490.8805614,0.0
878490.8806512,0.0
878490.8807404,0.0
878490.8808294,0.0
878490.8809186,0.0
878490.8810075,0.0
878490.881097,0.0
878490.8811857,0.0
878490.8812748,0.0
878490.881364,0.0
878490.8814529,0.0
878490.8815417,0.0
878490.8816306,0.0
878490.8817195,0.0
878490.8818082,0.0
878490.8819861,0.0
878490.8820793,0.0
878490.8821691,0.0
878490.882259,0.0
878490.8823482,0.0
878490.882438,0.0
878490.8825276,0.0
878490.8826173,0.0
878490.8827069,0.0
878490.8827963,0.0
878490.8828854,0.0
878490.8829747,0.0
878490.8830669,0.0
878490.8831565,0.0
878490.8832454,0.0
878490.8833347,0.0
878490.8834238,0.0
878490.883513,0.0
878490.8836025,0.0
878490.8836912,0.0
878490.8837798,0.0
878490.883869,0.0
878490.8839607,0.0
878490.8840504,0.0
878490.8841395,0.0
878490.8842286,0.0
878490.8843198,0.0
878490.8844086,0.0
878490.884498,0.0
878490.884587,0.0
878490.8846765,0.0
878490.8847657,0.0
878490.8848551,0.0
878490.8849437,0.0
878490.885034,0.0
878490.8851236,0.0
878490.8852134,0.0
878490.8853035,0.0
878490.8853932,0.0
878490.8854827,0.0
878490.8855738,3.0
878490.8856641,0.0
878490.8857538,0.0
878490.8858435,0.0
878490.885933,3.0
878490.8860225,0.0
878490.8861118,0.0
878490.8862011,0.0
878490.8862908,0.0
878490.8863809,0.0
878490.8864704,0.0
878490.8865602,0.0
878490.8866497,0.0
878490.8867386,0.0
878490.8868284,0.0
878490.8869179,0.0
878490.8870078,0.0
878490.8870972,0.0
878490.8871864,0.0
878490.887275,0.0
878490.8873644,0.0
878490.8874541,0.0
878490.8875432,3.0
878490.8876321,0.0
878490.8877215,0.0
878490.8878104,0.0
878490.8878995,0.0
878490.8879878,0.0
878490.8880771,0.0
878490.8881663,0.0
878490.8882555,0.0
878490.8883444,0.0
878490.888434,0.0
878490.8885227,0.0
878490.8886122,0.0
878490.8887016,0.0
878490.8887906,0.0
878490.8888794,0.0
878490.8889685,0.0
878490.8890579,0.0
878490.8891467,0.0
878490.8892358,3.0
878490.889325,0.0
878490.8894141,6.0
878490.8895031,0.0
878490.8895924,0.0
878490.8896813,0.0
878490.8897707,0.0
878490.8898599,0.0
878490.8899491,0.0
878490.8900386,0.0
878490.8901276,0.0
878490.8902182,0.0
878490.8903077,0.0
878490.890397,0.0
878490.8904863,0.0
878490.8905755,0.0
878490.8906645,0.0
878490.8907546,0.0
878490.8908432,0.0
878490.8909327,0.0
878490.8910215,0.0
878490.8911121,0.0
878490.8912013,0.0
878490.8912912,0.0
878490.8913805,0.0
878490.8914693,0.0
878490.8915579,0.0
878490.8916468,0.0
878490.8917375,0.0
878490.8918269,0.0
878490.8919161,0.0
878490.8920318,0.0
878490.8921248,0.0
878490.8922157,0.0
878490.8923058,0.0
878490.8923961,0.0
878490.8924863,0.0
878490.8925755,0.0
878490.8926648,0.0
878490.8927539,0.0
878490.8928429,0.0
878490.8929318,0.0
878490.8930209,0.0
878490.8931105,0.0
878490.8931996,0.0
878490.8932896,0.0
878490.8934273,0.0
878490.8935175,0.0
878490.8936355,0.0
878490.8937277,0.0
878490.8938292,0.0
878490.8939226,0.0
878490.8940145,3.0
878490.894106,0.0
878490.894199,0.0
878490.89429,0.0
878490.8943956,0.0
878490.8944856,0.0
878490.8945753,3.0
878490.8946645,0.0
878490.8947535,0.0
878490.8948437,0.0
878490.8949337,0.0
878490.8950226,0.0
878490.8951124,0.0
878490.8952014,0.0
878490.8952903,0.0
878490.8953792,0.0
878490.8954691,0.0
878490.8955577,0.0
878490.8956461,6.0
878490.8957354,0.0
878490.8958265,0.0
878490.8959161,0.0
878490.8960054,0.0
878490.8960943,0.0
878490.8961838,0.0
878490.8962726,0.0
878490.8963614,0.0
878490.8964504,0.0
878490.8965395,0.0
878490.8966288,3.0
878490.8967182,0.0
878490.8968075,3.0
878490.8968969,0.0
878490.8969861,0.0
878490.8970756,0.0
878490.8971652,0.0
878490.8972545,0.0
878490.8973433,0.0
878490.8974324,0.0
878490.8975749,0.0
878490.8976892,0.0
878490.8978209,0.0
878490.8979111,0.0
878490.8980016,0.0
878490.898091,0.0
878490.8981808,0.0
878490.8982704,0.0
878490.8983602,0.0
878490.8984502,0.0
878490.8985393,0.0
878490.898629,0.0
878490.8987191,0.0
878490.898809,0.0
878490.8988987,0.0
878490.8989882,0.0
878490.8990774,0.0
878490.8991669,0.0
878490.8992595,0.0
878490.8993498,0.0
878490.89944,0.0
878490.8995301,0.0
878490.8996196,0.0
878490.8997095,0.0
878490.899799,0.0
878490.899892,0.0
878490.8999894,0.0
878490.9000791,0.0
878490.9001682,0.0
878490.9002572,0.0
878490.9003465,0.0
878490.900436,0.0
878490.9005249,0.0
878490.9006151,0.0
878490.9007042,0.0
878490.9008036,0.0
878490.9009068,0.0
878490.9009984,0.0
878490.9010901,0.0
878490.9011796,0.0
878490.9012686,0.0
878490.901358,0.0
878490.901452,0.0
878490.9015541,0.0
878490.9016586,6.0
878490.9017518,0.0
878490.9018421,0.0
878490.9019312,0.0
878490.9020209,0.0
878490.9021096,0.0
878490.902199,0.0
878490.902288,0.0
878490.9023775,0.0
878490.9024673,0.0
878490.9025563,0.0
878490.9026448,0.0
878490.9027349,0.0
878490.902824,0.0
878490.9029129,0.0
878490.9030014,0.0
878490.9030911,6.0
878490.90318,0.0
878490.9032687,0.0
878490.9033574,0.0
878490.9034469,0.0
878490.9035359,0.0
878490.9036252,0.0
878490.9037141,0.0
878490.9038032,0.0
878490.903892,0.0
878490.9039819,0.0
878490.9040709,0.0
878490.9041599,0.0
878490.9042485,0.0
878490.9043377,0.0
878490.9044269,3.0
878490.904516,0.0
878490.9046047,0.0
878490.9046935,0.0
878490.9047825,0.0
878490.9048712,0.0
878490.9049596,0.0
878490.9050484,0.0
878490.9051372,0.0
878490.9052262,0.0
878490.905315,0.0
878490.9054038,0.0
878490.9054928,0.0
878490.9055815,0.0
878490.9056715,0.0
878490.9057608,0.0
878490.9058499,0.0
878490.905939,0.0
878490.9060284,0.0
878490.9061173,0.0
878490.9062064,0.0
878490.9062956,0.0
878490.9063849,0.0
878490.9064747,0.0
878490.9065814,0.0
878490.9066724,0.0
878490.9067624,0.0
878490.9068519,0.0
878490.9069408,0.0
878490.9070297,0.0
878490.907119,0.0
878490.9072083,0.0
878490.9072984,0.0
878490.9073886,0.0
878490.9074793,0.0
878490.907569,0.0
878490.9076582,0.0
878490.9077479,0.0
878490.9078379,0.0
878490.9079272,0.0
878490.9080161,0.0
878490.9081056,0.0
878490.9081955,0.0
878490.9082858,0.0
878490.9083749,0.0
878490.9084651,3.0
878490.908555,0.0
878490.9086443,0.0
878490.9087354,0.0
878490.9088249,0.0
878490.9089147,0.0
878490.9090044,0.0
878490.9090944,0.0
878490.909184,0.0
878490.9092736,0.0
878490.9093629,0.0
878490.9094591,0.0
878490.9095502,0.0
878490.9096393,0.0
878490.9097282,0.0
878490.9098174,0.0
878490.9099064,0.0
878490.9099955,0.0
878490.9100841,3.0
878490.9101738,0.0
878490.9102626,0.0
878490.9103515,0.0
878490.9104411,0.0
878490.9105307,0.0
878490.9106201,0.0
878490.9107103,0.0
878490.9107995,0.0
878490.9108885,0.0
878490.910978,0.0
878490.9110672,0.0
878490.9111575,0.0
878490.9112465,3.0
878490.9113359,0.0
878490.9114252,0.0
878490.9115143,0.0
878490.9116037,0.0
878490.9116928,0.0
878490.911782,0.0
878490.9118706,0.0
878490.9119599,0.0
878490.912049,0.0
878490.9121379,0.0
878490.9122269,0.0
878490.9123159,0.0
878490.9124055,0.0
878490.9124946,0.0
878490.9125836,3.0
878490.9126725,0.0
878490.912762,0.0
878490.9128512,0.0
878490.9129406,0.0
878490.9130295,0.0
878490.9131187,3.0
878490.9132075,0.0
878490.9132975,0.0
878490.9133884,0.0
878490.9134783,0.0
878490.9135722,0.0
878490.9137432,0.0
878490.9138484,0.0
878490.9139389,0.0
878490.914029,3.0
878490.9141198,0.0
878490.9142098,0.0
878490.9142997,0.0
878490.9143892,0.0
878490.9144789,3.0
878490.9146139,0.0
878490.9147037,0.0
878490.914793,0.0
878490.9148826,0.0
878490.9149723,0.0
878490.9150615,0.0
878490.9151507,0.0
878490.9152399,3.0
878490.9153294,0.0
878490.915419,0.0
878490.9155087,0.0
878490.9155979,0.0
878490.9156871,0.0
878490.9157761,0.0
878490.9158657,0.0
878490.9159547,0.0
878490.9160442,0.0
878490.9161339,3.0
878490.9162233,0.0
878490.9163126,0.0
878490.9164019,0.0
878490.9164935,0.0
878490.9165836,0.0
878490.9166726,0.0
878490.9167617,0.0
878490.9168514,0.0
878490.9169409,0.0
878490.9170302,0.0
878490.9171196,0.0
878490.9172092,0.0
878490.9172985,0.0
878490.9173876,0.0
878490.917478,0.0
878490.9175673,0.0
878490.9176565,0.0
878490.9177458,0.0
878490.9178351,0.0
878490.9179247,0.0
878490.9180139,0.0
878490.918103,0.0
878490.9181923,0.0
878490.9182812,0.0
878490.9183703,0.0
878490.9184621,0.0
878490.9185517,0.0
878490.9186408,0.0
878490.9187307,0.0
878490.9188199,0.0
878490.9189095,0.0
878490.9190004,0.0
878490.9190893,0.0
878490.9191793,0.0
878490.9192683,0.0
878490.919357,0.0
878490.9194458,0.0
878490.9195348,0.0
878490.9196241,0.0
878490.9197137,0.0
878490.9198029,0.0
878490.9198927,0.0
878490.9199816,3.0
878490.9200711,0.0
878490.9201606,0.0
878490.9202501,0.0
878490.9203395,0.0
878490.920429,0.0
878490.9205189,0.0
878490.9208504,0.0
878490.9209458,0.0
878490.9210378,0.0
878490.9211286,0.0
878490.9212192,0.0
878490.9213087,0.0
878490.9213988,0.0
878490.9214897,0.0
878490.9215807,0.0
878490.9216705,0.0
878490.9217607,0.0
878490.9218506,0.0
878490.92194,0.0
878490.9220297,0.0
878490.9221195,0.0
878490.9222097,0.0
878490.9223001,0.0
878490.9223901,0.0
878490.9224802,0.0
878490.9225692,0.0
878490.9226592,0.0
878490.9227496,0.0
878490.9228397,0.0
878490.922929,0.0
878490.9230191,0.0
878490.9231086,0.0
878490.9231987,0.0
878490.9232891,0.0
878490.9233791,0.0
878490.9234692,0.0
878490.9235591,0.0
878490.9236488,0.0
878490.9237385,0.0
878490.9238281,0.0
878490.9239182,0.0
878490.9240078,0.0
878490.9240975,0.0
878490.9241872,3.0
878490.9242779,0.0
878490.9243679,0.0
878490.9244598,0.0
878490.9245499,0.0
878490.9246408,0.0
878490.9247338,0.0
878490.9248243,0.0
878490.924915,0.0
878490.925007,0.0
878490.9251019,3.0
878490.9251928,0.0
878490.9252835,0.0
878490.9253733,0.0
878490.9254631,0.0
878490.9255527,0.0
878490.9256421,3.0
878490.9257319,0.0
878490.9258219,0.0
878490.9259111,0.0
878490.926001,0.0
878490.9260909,3.0
878490.9261808,0.0
878490.9262708,0.0
878490.9263605,0.0
878490.926451,0.0
878490.9265411,3.0
878490.9266311,0.0
878490.9267212,0.0
878490.9268112,0.0
878490.9269012,0.0
878490.9269911,0.0
878490.9270808,0.0
878490.9271713,0.0
878490.9272613,0.0
878490.927352,0.0
878490.9274425,0.0
878490.9277105,0.0
878490.9278134,0.0
878490.9279074,0.0
878490.928,0.0
878490.9280913,0.0
878490.9281817,0.0
878490.9282725,0.0
878490.9283628,0.0
878490.9284538,0.0
878490.9285446,0.0
878490.928635,0.0
878490.928725,3.0
878490.9288151,0.0
878490.9289048,0.0
878490.9289949,0.0
878490.9290849,0.0
878490.9291756,0.0
878490.9293652,0.0
878490.9294809,0.0
878490.9295716,0.0
878490.929662,0.0
878490.9297552,0.0
878490.9298463,0.0
878490.9299369,0.0
878490.9300273,0.0
878490.9301182,0.0
878490.9302097,0.0
878490.9303004,0.0
878490.9303904,0.0
878490.9304812,0.0
878490.9305732,0.0
878490.9306637,0.0
878490.9307541,0.0
878490.9308448,0.0
878490.9309355,0.0
878490.9310261,0.0
878490.9311187,0.0
878490.9312084,0.0
878490.9312993,0.0
878490.9313897,0.0
878490.9314816,0.0
878490.9315728,0.0
878490.9316648,3.0
878490.9317553,0.0
878490.9318457,0.0
878490.9319361,0.0
878490.9320272,0.0
878490.9321177,0.0
878490.9322078,0.0
878490.9323004,0.0
878490.9323911,0.0
878490.932482,0.0
878490.932572,0.0
878490.9326618,3.0
878490.9327517,3.0
878490.932842,3.0
878490.9329325,0.0
878490.9330225,0.0
878490.9331123,0.0
878490.9332025,0.0
878490.9332931,0.0
878490.9333833,0.0
878490.9334735,0.0
878490.9335637,0.0
878490.9336549,0.0
878490.9337448,0.0
878490.9338351,0.0
878490.9339256,0.0
878490.934016,0.0
878490.9341066,0.0
878490.9341965,0.0
878490.9342869,0.0
878490.934377,0.0
878490.9344672,0.0
878490.9345576,0.0
878490.9346481,0.0
878490.9347379,0.0
878490.9348282,0.0
878490.9349187,0.0
878490.9350085,0.0
878490.9350984,0.0
878490.9351881,0.0
878490.9352784,0.0
878490.9353694,0.0
878490.9354601,0.0
878490.9355502,0.0
878490.9356407,0.0
878490.9357305,0.0
878490.9358207,0.0
878490.9359109,0.0
878490.9360011,0.0
878490.9360912,0.0
878490.9361812,0.0
878490.9362709,0.0
878490.9363608,0.0
878490.9364513,0.0
878490.9365419,0.0
878490.9366317,0.0
878490.9367215,0.0
878490.9368117,0.0
878490.9369022,0.0
878490.9369942,0.0
878490.9370847,0.0
878490.9371749,0.0
878490.9372643,0.0
878490.937354,0.0
878490.9374442,0.0
878490.9375345,0.0
878490.937624,0.0
878490.9377314,0.0
878490.9378239,3.0
878490.937914,0.0
878490.9380042,0.0
878490.938094,0.0
878490.9381843,0.0
878490.9382747,0.0
878490.9383648,0.0
878490.9384551,0.0
878490.938545,0.0
878490.9386349,0.0
878490.9387252,0.0
878490.9388152,0.0
878490.9389048,0.0
878490.9389944,0.0
878490.9390844,3.0
878490.9391739,0.0
878490.9392642,0.0
878490.9393542,0.0
878490.9394447,0.0
878490.9395346,0.0
878490.9396241,0.0
878490.9397135,0.0
878490.939803,0.0
878490.9398929,0.0
878490.9399853,0.0
878490.940075,0.0
878490.9401645,0.0
878490.9402541,0.0
878490.940344,0.0
878490.9404341,0.0
878490.9405241,0.0
878490.9406141,0.0
878490.9407042,0.0
878490.9407938,0.0
878490.9408832,0.0
878490.9409725,0.0
878490.9410626,0.0
878490.9411526,0.0
878490.9412422,0.0
878490.9413324,0.0
878490.941422,0.0
878490.9415123,0.0
878490.9416028,0.0
878490.9416933,0.0
878490.9417835,0.0
878490.9418737,0.0
878490.9419637,0.0
878490.9420542,0.0
878490.9421442,0.0
878490.9422342,0.0
878490.9423244,0.0
878490.9424148,0.0
878490.9425054,0.0
878490.9425967,0.0
878490.9426866,0.0
878490.9427766,0.0
878490.942867,0.0
878490.9429571,0.0
878490.9430473,0.0
878490.9431377,0.0
878490.9432273,0.0
878490.9433253,0.0
878490.9434164,0.0
878490.9435071,0.0
878490.9435998,0.0
878490.9436904,0.0
878490.9437809,0.0
878490.9438708,0.0
878490.9439609,0.0
878490.9440513,0.0
878490.9441413,0.0
878490.9442309,0.0
878490.9443208,0.0
878490.9444112,0.0
878490.9445007,0.0
878490.9445904,0.0
878490.9446798,0.0
878490.9447697,0.0
878490.9448597,0.0
878490.94495,0.0
878490.9450399,0.0
878490.9451301,0.0
878490.9452203,0.0
878490.945399,0.0
878490.9455147,0.0
878490.945606,0.0
878490.9456966,0.0
878490.9457868,0.0
878490.9458771,0.0
878490.9459669,0.0
878490.9460565,0.0
878490.9461459,0.0
878490.9462355,0.0
878490.9463253,0.0
878490.9464148,0.0
878490.9465047,0.0
878490.9465941,0.0
878490.9466835,0.0
878490.9467736,0.0
878490.9468633,0.0
878490.946953,0.0
