Time (s),Voltage (mV)
0.0,877859.4516301
0.0,877859.4517201
0.0,877859.45181
0.0,877859.4519002
3.0,877859.4519911
0.0,877859.4520812
0.0,877859.452171
0.0,877859.4522612
0.0,877859.4523522
0.0,877859.4524432
0.0,877859.4525328
0.0,877859.4526227
3.0,877859.4527147
0.0,877859.4530608
0.0,877859.4531582
0.0,877859.45325
0.0,877859.4533416
0.0,877859.4534331
0.0,877859.4535238
0.0,877859.4536142
0.0,877859.4537044
0.0,877859.4537943
0.0,877859.4538842
0.0,877859.4539768
0.0,877859.454068
0.0,877859.454168
0.0,877859.4542608
0.0,877859.4543528
0.0,877859.4544449
0.0,877859.4545372
0.0,877859.4546288
0.0,877859.4547194
3.0,877859.4548106
0.0,877859.4549012
0.0,877859.4549919
0.0,877859.4550823
0.0,877859.4551722
0.0,877859.4552621
0.0,877859.4553525
0.0,877859.4554423
0.0,877859.455533
0.0,877859.4556235
0.0,877859.4557135
0.0,877859.4558053
0.0,877859.4558978
0.0,877859.4559903
0.0,877859.4560803
0.0,877859.4561699
0.0,877859.4562603
6.0,877859.45635
0.0,877859.4564404
0.0,877859.4565322
0.0,877859.4566237
0.0,877859.4567152
0.0,877859.4568068
0.0,877859.4568968
0.0,877859.456989
0.0,877859.4570792
0.0,877859.4571694
0.0,877859.4572614
0.0,877859.4573519
0.0,877859.4574448
0.0,877859.457537
0.0,877859.4576294
0.0,877859.4577219
0.0,877859.4578143
0.0,877859.4579043
0.0,877859.4580743
0.0,877859.4581684
0.0,877859.4582613
6.0,877859.4583524
0.0,877859.4584435
0.0,877859.4585342
0.0,877859.4586278
0.0,877859.4587214
0.0,877859.4588123
0.0,877859.4589039
0.0,877859.458995
0.0,877859.4590859
0.0,877859.4591765
0.0,877859.4592673
0.0,877859.4593578
0.0,877859.4594481
0.0,877859.4595386
3.0,877859.459629
0.0,877859.45972
3.0,877859.4598105
0.0,877859.4599008
3.0,877859.4599919
0.0,877859.4600822
0.0,877859.4601727
0.0,877859.4602632
0.0,877859.4603538
0.0,877859.4604442
0.0,877859.4605346
0.0,877859.4606249
0.0,877859.4607152
0.0,877859.4608052
0.0,877859.4608955
0.0,877859.4609877
0.0,877859.46108
0.0,877859.4611703
0.0,877859.4612625
0.0,877859.4613544
0.0,877859.4614465
0.0,877859.4615387
0.0,877859.4616311
3.0,877859.4617236
0.0,877859.4618134
0.0,877859.4619048
0.0,877859.4619955
0.0,877859.4620881
0.0,877859.4621788
0.0,877859.4622686
0.0,877859.4623592
0.0,877859.4624494
0.0,877859.4625394
0.0,877859.4626299
0.0,877859.4627196
3.0,877859.46281
0.0,877859.4629008
0.0,877859.4629914
0.0,877859.4630817
0.0,877859.4631721
0.0,877859.463262
0.0,877859.4633542
0.0,877859.463448
0.0,877859.4635406
0.0,877859.4636308
0.0,877859.4637229
0.0,877859.4638146
0.0,877859.4639068
0.0,877859.4639992
0.0,877859.4640919
0.0,877859.4641841
0.0,877859.4642741
0.0,877859.4643649
0.0,877859.4644558
0.0,877859.4645485
0.0,877859.464641
0.0,877859.4647334
0.0,877859.4648239
0.0,877859.4649145
0.0,877859.4650057
0.0,877859.465096
0.0,877859.4651864
0.0,877859.4652764
0.0,877859.4653668
0.0,877859.4654592
0.0,877859.465552
0.0,877859.4656422
0.0,877859.4657325
0.0,877859.4658227
0.0,877859.465913
0.0,877859.4660055
0.0,877859.4660986
0.0,877859.4661892
0.0,877859.4662818
0.0,877859.4663744
0.0,877859.4664669
0.0,877859.4665591
0.0,877859.4666495
0.0,877859.4667403
0.0,877859.4668308
0.0,877859.466921
0.0,877859.4670122
0.0,877859.4671022
0.0,877859.4671928
0.0,877859.4672831
3.0,877859.467373
0.0,877859.4674655
0.0,877859.4675579
0.0,877859.4676502
0.0,877859.4677425
0.0,877859.4678321
0.0,877859.4679244
0.0,877859.4680173
0.0,877859.4681077
0.0,877859.4681996
0.0,877859.4682919
0.0,877859.4683817
0.0,877859.468472
0.0,877859.4685644
0.0,877859.4686549
0.0,877859.4687467
0.0,877859.4688372
0.0,877859.4689271
0.0,877859.4690184
0.0,877859.4691083
0.0,877859.4691988
0.0,877859.4692892
0.0,877859.4693808
0.0,877859.4694716
0.0,877859.469564
0.0,877859.4696538
0.0,877859.4697497
0.0,877859.469843
0.0,877859.4699358
0.0,877859.470029
0.0,877859.4701215
0.0,877859.4702138
0.0,877859.470304
0.0,877859.4703962
0.0,877859.4704862
0.0,877859.4705762
0.0,877859.4706665
0.0,877859.4707567
0.0,877859.4708467
0.0,877859.4709386
0.0,877859.4710307
0.0,877859.4711232
0.0,877859.4712134
0.0,877859.4713034
0.0,877859.4713936
0.0,877859.471484
0.0,877859.4715753
0.0,877859.4716656
3.0,877859.4717554
0.0,877859.4718453
0.0,877859.4719361
0.0,877859.472027
0.0,877859.4721169
0.0,877859.472207
0.0,877859.472297
0.0,877859.4723874
0.0,877859.4724793
0.0,877859.47257
0.0,877859.4726598
0.0,877859.4727502
0.0,877859.4728423
0.0,877859.4729344
0.0,877859.4730269
3.0,877859.4731172
0.0,877859.4732101
0.0,877859.4733025
0.0,877859.4733944
0.0,877859.4734866
0.0,877859.4735786
0.0,877859.4736707
0.0,877859.4737606
0.0,877859.4738526
0.0,877859.4739446
0.0,877859.4740972
0.0,877859.4741919
0.0,877859.4742826
0.0,877859.474375
0.0,877859.4744668
0.0,877859.4745567
0.0,877859.4746492
0.0,877859.4747413
0.0,877859.4748333
0.0,877859.4749257
0.0,877859.475019
0.0,877859.4751117
0.0,877859.4752024
0.0,877859.4752934
0.0,877859.4753837
0.0,877859.4754763
0.0,877859.475569
0.0,877859.4756594
0.0,877859.4757515
0.0,877859.4758439
0.0,877859.4759337
0.0,877859.4760235
0.0,877859.4761139
0.0,877859.476204
0.0,877859.4762949
0.0,877859.4763876
0.0,877859.4764778
0.0,877859.476568
3.0,877859.4766581
0.0,877859.4767491
0.0,877859.476839
0.0,877859.4769293
0.0,877859.47702
0.0,877859.4771112
0.0,877859.4772013
0.0,877859.4772917
0.0,877859.477384
0.0,877859.4774763
0.0,877859.4775688
0.0,877859.4776613
0.0,877859.4777534
0.0,877859.477846
0.0,877859.4779381
0.0,877859.4780305
0.0,877859.4781223
3.0,877859.4782151
0.0,877859.4783074
0.0,877859.4783997
0.0,877859.4784923
0.0,877859.4785827
0.0,877859.4786728
0.0,877859.4787628
0.0,877859.4788526
0.0,877859.4789427
0.0,877859.4790351
0.0,877859.4791276
