Time,Displacement,Force
"4.2400","0.6834","0.6569"
"4.2600","0.6869","0.6623"
"4.2800","0.6906","0.6666"
"4.3000","0.6944","0.6756"
"4.3200","0.6984","0.6913"
"4.3400","0.7021","0.6843"
"4.3600","0.7057","0.6879"
"4.3800","0.7094","0.7084"
"4.4000","0.7130","0.7007"
"4.4200","0.7165","0.6996"
"4.4400","0.7195","0.7180"
"4.4600","0.7221","0.7082"
"4.4800","0.7247","0.7208"
"4.5000","0.7275","0.7270"
"4.5200","0.7305","0.7199"
"4.5400","0.7336","0.7461"
"4.5600","0.7368","0.7499"
"4.5800","0.7403","0.7497"
"4.6000","0.7440","0.7527"
"4.6200","0.7479","0.7754"
"4.6400","0.7518","0.7755"
"4.6600","0.7555","0.7840"
"4.6800","0.7591","0.8034"
"4.7000","0.7627","0.7997"
"4.7200","0.7663","0.8031"
"4.7400","0.7696","0.7976"
"4.7600","0.7725","0.7989"
"4.7800","0.7752","0.8242"
"4.8000","0.7778","0.8189"
"4.8200","0.7808","0.8214"
"4.8400","0.7839","0.8398"
"4.8600","0.7871","0.8450"
"4.8800","0.7905","0.8594"
"4.9000","0.7942","0.8552"
"4.9200","0.7981","0.8546"
"4.9400","0.8019","0.8692"
"4.9600","0.8056","0.8801"
"4.9800","0.8091","0.8898"
"5.0000","0.8126","0.9000"
"5.0200","0.8162","0.9183"
"5.0400","0.8197","0.9084"
"5.0600","0.8229","0.9105"
"5.0800","0.8256","0.9192"
"5.1000","0.8282","0.9293"
"5.1200","0.8309","0.9345"
"5.1400","0.8338","0.9403"
"5.1600","0.8367","0.9393"
"5.1800","0.8398","0.9477"
"5.2000","0.8432","0.9567"
"5.2200","0.8469","0.9685"
"5.2400","0.8508","0.9776"
"5.2600","0.8547","0.9857"
"5.2800","0.8584","1.0021"
"5.3000","0.8621","0.9969"
"5.3200","0.8657","1.0073"
"5.3400","0.8694","1.0187"
"5.3600","0.8729","1.0175"
"5.3800","0.8759","1.0305"
"5.4000","0.8786","1.0388"
"5.4200","0.8812","1.0398"
"5.4400","0.8840","1.0493"
"5.4600","0.8870","1.0568"
"5.4800","0.8901","1.0681"
"5.5000","0.8934","1.0749"
"5.5200","0.8970","1.0862"
"5.5400","0.9009","1.0927"
"5.5600","0.9050","1.1090"
"5.5800","0.9088","1.1228"
"5.6000","0.9125","1.1283"
"5.6200","0.9160","1.1425"
"5.6400","0.9195","1.1422"
"5.6600","0.9230","1.1432"
"5.6800","0.9261","1.1666"
"5.7000","0.9289","1.1756"
"5.7200","0.9314","1.1691"
"5.7400","0.9341","1.1808"
"5.7600","0.9370","1.1929"
"5.7800","0.9400","1.1936"
"5.8000","0.9432","1.2098"
"5.8200","0.9466","1.2208"
"5.8400","0.9502","1.2261"
"5.8600","0.9541","1.2518"
"5.8800","0.9580","1.2652"
"5.9000","0.9617","1.2691"
"5.9200","0.9652","1.2998"
"5.9400","0.9687","1.3047"
"5.9600","0.9724","1.3005"
"5.9800","0.9759","1.3225"
"6.0000","0.9791","1.3318"
"6.0200","0.9820","1.3334"
"6.0400","0.9846","1.3472"
"6.0600","0.9875","1.3551"
"6.0800","0.9905","1.3599"
"6.1000","0.9936","1.3846"
"6.1200","0.9969","1.3985"
"6.1400","1.0004","1.4042"
"6.1600","1.0042","1.4252"
"6.1800","1.0081","1.4464"
"6.2000","1.0119","1.4555"
"6.2200","1.0155","1.4742"
"6.2400","1.0191","1.4893"
"6.2600","1.0227","1.4969"
"6.2800","1.0263","1.5040"
"6.3000","1.0297","1.5142"
"6.3200","1.0327","1.5349"
"6.3400","1.0353","1.5375"
"6.3600","1.0379","1.5498"
"6.3800","1.0407","1.5484"
"6.4000","1.0436","1.5552"
"6.4200","1.0465","1.5899"
"6.4400","1.0498","1.6059"
"6.4600","1.0534","1.6073"
"6.4800","1.0573","1.6341"
"6.5000","1.0612","1.6545"
"6.5200","1.0651","1.6591"
"6.5400","1.0688","1.6854"
"6.5600","1.0725","1.7083"
"6.5800","1.0762","1.7151"
"6.6000","1.0798","1.7297"
"6.6200","1.0830","1.7405"
"6.6400","1.0857","1.7408"
"6.6600","1.0883","1.7644"
"6.6800","1.0910","1.7705"
"6.7000","1.0940","1.7707"
"6.7200","1.0971","1.7938"
"6.7400","1.1003","1.8166"
"6.7600","1.1037","1.8263"
"6.7800","1.1074","1.8501"
"6.8000","1.1113","1.8662"
"6.8200","1.1152","1.8872"
"6.8400","1.1189","1.9146"
"6.8600","1.1225","1.9197"
"6.8800","1.1260","1.9358"
"6.9000","1.1296","1.9639"
"6.9200","1.1330","1.9701"
"6.9400","1.1360","1.9720"
"6.9600","1.1387","1.9901"
"6.9800","1.1413","1.9900"
"7.0000","1.1442","2.0055"
"7.0200","1.1472","2.0332"
"7.0400","1.1504","2.0428"
"7.0600","1.1536","2.0609"
"7.0800","1.1571","2.0926"
"7.1000","1.1610","2.1140"
"7.1200","1.1649","2.1265"
"7.1400","1.1686","2.1571"
"7.1600","1.1721","2.1802"
"7.1800","1.1755","2.1917"
"7.2000","1.1790","2.2107"
"7.2200","1.1826","2.2394"
"7.2400","1.1860","2.2503"
"7.2600","1.1890","2.2697"
"7.2800","1.1918","2.2797"
"7.3000","1.1946","2.2870"
"7.3200","1.1975","2.3043"
"7.3400","1.2006","2.3252"
"7.3600","1.2037","2.3440"
"7.3800","1.2070","2.3656"
"7.4000","1.2107","2.4087"
"7.4200","1.2144","2.4246"
"7.4400","1.2182","2.4440"
"7.4600","1.2219","2.4796"
"7.4800","1.2254","2.4954"
"7.5000","1.2290","2.5146"
"7.5200","1.2326","2.5459"
"7.5400","1.2362","2.5668"
"7.5600","1.2394","2.5785"
"7.5800","1.2422","2.5986"
"7.6000","1.2448","2.6066"
"7.6200","1.2476","2.6242"
"7.6400","1.2505","2.6459"
"7.6600","1.2534","2.6625"
"7.6800","1.2565","2.6731"
"7.7000","1.2598","2.7151"
"7.7200","1.2634","2.7414"
"7.7400","1.2672","2.7676"
"7.7600","1.2711","2.8009"
"7.7800","1.2749","2.8310"
"7.8000","1.2785","2.8696"
"7.8200","1.2822","2.9064"
"7.8400","1.2859","2.9216"
"7.8600","1.2894","2.9287"
"7.8800","1.2925","2.9635"
"7.9000","1.2952","2.9788"
"7.9200","1.2978","2.9796"
"7.9400","1.3007","3.0200"
"7.9600","1.3037","3.0415"
"7.9800","1.3068","3.0470"
"8.0000","1.3100","3.0871"
"8.0200","1.3135","3.1105"
"8.0400","1.3173","3.1533"
"8.0600","1.3212","3.1952"
"8.0800","1.3251","3.2331"
"8.1000","1.3288","3.2647"
"8.1200","1.3324","3.2895"
"8.1400","1.3360","3.3302"
"8.1600","1.3395","3.3431"
"8.1800","1.3428","3.3682"
"8.2000","1.3457","3.3852"
"8.2200","1.3483","3.3996"
"8.2400","1.3509","3.4085"
"8.2600","1.3538","3.4251"
"8.2800","1.3568","3.4600"
"8.3000","1.3599","3.4955"
"8.3200","1.3633","3.5332"
"8.3400","1.3671","3.5719"
"8.3600","1.3711","3.6182"
"8.3800","1.3751","3.6704"
"8.4000","1.3789","3.7034"
"8.4200","1.3825","3.7320"
"8.4400","1.3861","3.7744"
"8.4600","1.3897","3.8129"
"8.4800","1.3931","3.8471"
"8.5000","1.3962","3.8584"
"8.5200","1.3989","3.8729"
"8.5400","1.4015","3.8973"
"8.5600","1.4042","3.9114"
"8.5800","1.4073","3.9358"
"8.6000","1.4104","3.9818"
"8.6200","1.4136","4.0211"
"8.6400","1.4170","4.0544"
"8.6600","1.4207","4.1065"
"8.6800","1.4245","4.1568"
"8.7000","1.4283","4.2022"
"8.7200","1.4319","4.2314"
"8.7400","1.4353","4.2801"
"8.7600","1.4389","4.3213"
"8.7800","1.4426","4.3667"
"8.8000","1.4461","4.3993"
"8.8200","1.4492","4.4156"
"8.8400","1.4519","4.4436"
"8.8600","1.4546","4.4648"
"8.8800","1.4574","4.4879"
"8.9000","1.4604","4.5188"
"8.9200","1.4635","4.5591"
"8.9400","1.4668","4.6053"
"8.9600","1.4704","4.6562"
"8.9800","1.4743","4.7258"
"9.0000","1.4783","4.7892"
"9.0200","1.4822","4.8373"
"9.0400","1.4858","4.9009"
"9.0600","1.4894","4.9316"
"9.0800","1.4930","4.9826"
"9.1000","1.4966","5.0276"
"9.1200","1.4997","5.0593"
"9.1400","1.5025","5.0880"
"9.1600","1.5050","5.0927"
"9.1800","1.5077","5.1225"
"9.2000","1.5106","5.1514"
"9.2200","1.5136","5.1870"
"9.2400","1.5168","5.2431"
"9.2600","1.5202","5.3064"
"9.2800","1.5239","5.3814"
"9.3000","1.5277","5.4452"
"9.3200","1.5316","5.5138"
"9.3400","1.5354","5.5694"
"9.3600","1.5389","5.6230"
"9.3800","1.5425","5.6871"
"9.4000","1.5461","5.7317"
"9.4200","1.5495","5.7678"
"9.4400","1.5525","5.8060"
"9.4600","1.5551","5.8247"
"9.4800","1.5577","5.8578"
"9.5000","1.5605","5.8923"
"9.5200","1.5635","5.9400"
"9.5400","1.5666","5.9959"
"9.5600","1.5698","6.0525"
"9.5800","1.5734","6.1327"
"9.6000","1.5772","6.2206"
"9.6200","1.5812","6.2991"
"9.6400","1.5850","6.3605"
"9.6600","1.5886","6.4288"
"9.6800","1.5921","6.5047"
"9.7000","1.5956","6.5555"
"9.7200","1.5992","6.6267"
"9.7400","1.6026","6.6878"
"9.7600","1.6056","6.7097"
"9.7800","1.6083","6.7486"
"9.8000","1.6110","6.7772"
"9.8200","1.6138","6.8332"
"9.8400","1.6168","6.8933"
"9.8600","1.6200","6.9588"
"9.8800","1.6233","7.0351"
"9.9000","1.6270","7.1208"
"9.9200","1.6308","7.2280"
"9.9400","1.6346","7.3148"
"9.9600","1.6383","7.3935"
"9.9800","1.6419","7.4741"
"10.0000","1.6454","7.5536"
"10.0200","1.6491","7.6345"
"10.0400","1.6528","7.7110"
"10.0600","1.6561","7.7674"
"10.0800","1.6590","7.8118"
"10.1000","1.6616","7.8352"
"10.1200","1.6645","7.8913"
"10.1400","1.6675","7.9608"
"10.1600","1.6705","8.0338"
"10.1800","1.6737","8.1194"
"10.2000","1.6771","8.2110"
"10.2200","1.6808","8.3205"
"10.2400","1.6846","8.4290"
"10.2600","1.6885","8.5371"
"10.2800","1.6921","8.6342"
"10.3000","1.6957","8.7309"
"10.3200","1.6994","8.8257"
"10.3400","1.7030","8.9238"
"10.3600","1.7064","8.9898"
"10.3800","1.7094","9.0423"
"10.4000","1.7120","9.0668"
"10.4200","1.7145","9.1193"
"10.4400","1.7173","9.1892"
"10.4600","1.7203","9.2616"
"10.4800","1.7233","9.3500"
"10.5000","1.7265","9.4486"
"10.5200","1.7300","9.5748"
"10.5400","1.7338","9.7119"
"10.5600","1.7377","9.8768"
"10.5800","1.7417","10.0175"
"10.6000","1.7454","10.1254"
"10.6200","1.7490","10.2313"
"10.6400","1.7527","10.3570"
"10.6600","1.7562","10.4657"
"10.6800","1.7595","10.5395"
"10.7000","1.7623","10.5957"
"10.7200","1.7649","10.6514"
"10.7400","1.7676","10.7100"
"10.7600","1.7705","10.8003"
"10.7800","1.7736","10.9213"
"10.8000","1.7768","11.0304"
"10.8200","1.7803","11.1902"
"10.8400","1.7841","11.3672"
"10.8600","1.7881","11.5451"
"10.8800","1.7921","11.7273"
"10.9000","1.7959","11.8663"
"10.9200","1.7994","11.9872"
"10.9400","1.8028","12.1175"
"10.9600","1.8064","12.2666"
"10.9800","1.8098","12.3969"
"11.0000","1.8129","12.4734"
"11.0200","1.8155","12.5166"
"11.0400","1.8181","12.5700"
"11.0600","1.8208","12.6561"
"11.0800","1.8237","12.7873"
"11.1000","1.8268","12.9267"
"11.1200","1.8299","13.0740"
"11.1400","1.8333","13.2412"
"11.1600","1.8368","13.4419"
"11.1800","1.8405","13.6368"
"11.2000","1.8443","13.8501"
"11.2200","1.8480","14.0569"
"11.2400","1.8516","14.2208"
"11.2600","1.8553","14.4046"
"11.2800","1.8590","14.6111"
"11.3000","1.8626","14.7725"
"11.3200","1.8657","14.8817"
"11.3400","1.8684","14.9567"
"11.3600","1.8711","15.0419"
"11.3800","1.8740","15.1940"
"11.4000","1.8770","15.3451"
"11.4200","1.8801","15.4955"
"11.4400","1.8834","15.6994"
"11.4600","1.8870","15.9557"
"11.4800","1.8908","16.2166"
"11.5000","1.8948","16.5057"
"11.5200","1.8986","16.7458"
"11.5400","1.9022","16.9397"
"11.5600","1.9057","17.1639"
"11.5800","1.9093","17.3784"
"11.6000","1.9128","17.5798"
"11.6200","1.9160","17.7511"
"11.6400","1.9188","17.8288"
"11.6600","1.9213","17.8950"
"11.6800","1.9239","18.0300"
"11.7000","1.9267","18.2101"
"11.7200","1.9297","18.4225"
"11.7400","1.9329","18.6531"
"11.7600","1.9362","18.9195"
"11.7800","1.9398","19.2433"
"11.8000","1.9437","19.6101"
"11.8200","1.9478","19.9731"
"11.8400","1.9516","20.2825"
"11.8600","1.9553","20.5882"
"11.8800","1.9591","20.8864"
"11.9000","1.9628","21.1857"
"11.9200","1.9663","21.4440"
"11.9400","1.9694","21.6195"
"11.9600","1.9721","21.7404"
"11.9800","1.9748","21.8764"
"12.0000","1.9776","22.0952"
"12.0200","1.9807","22.3724"
"12.0400","1.9838","22.6558"
"12.0600","1.9872","22.9967"
"12.0800","1.9909","23.4213"
"12.1000","1.9948","23.8834"
"12.1200","1.9987","24.3098"
"12.1400","2.0024","24.6615"
"12.1600","2.0058","24.9505"
"12.1800","2.0091","25.2354"
"12.2000","2.0125","25.5714"
"12.2200","2.0159","25.9302"
"12.2400","2.0192","26.2289"
"12.2600","2.0221","26.4251"
"12.2800","2.0247","26.5780"
"12.3000","2.0273","26.7935"
"12.3200","2.0302","27.1076"
"12.3400","2.0334","27.4876"
"12.3600","2.0366","27.8840"
"12.3800","2.0400","28.3090"
"12.4000","2.0435","28.7899"
"12.4200","2.0473","29.3342"
"12.4400","2.0512","29.8831"
"12.4450","2.0521","30.0164"

