Time,Displacement,Force
"1.6600","0.2592","0.0923"
"1.6800","0.2622","0.1009"
"1.7000","0.2653","0.0861"
"1.7200","0.2687","0.0941"
"1.7400","0.2724","0.0868"
"1.7600","0.2764","0.0932"
"1.7800","0.2804","0.0983"
"1.8000","0.2844","0.0911"
"1.8200","0.2881","0.0948"
"1.8400","0.2918","0.0935"
"1.8600","0.2954","0.1025"
"1.8800","0.2988","0.1131"
"1.9000","0.3019","0.1033"
"1.9200","0.3046","0.1072"
"1.9400","0.3072","0.1141"
"1.9600","0.3098","0.1056"
"1.9800","0.3127","0.1188"
"2.0000","0.3157","0.1175"
"2.0200","0.3188","0.1076"
"2.0400","0.3222","0.1091"
"2.0600","0.3258","0.1191"
"2.0800","0.3296","0.1226"
"2.1000","0.3334","0.1128"
"2.1200","0.3370","0.1143"
"2.1400","0.3404","0.1204"
"2.1600","0.3439","0.1374"
"2.1800","0.3475","0.1331"
"2.2000","0.3510","0.1312"
"2.2200","0.3541","0.1278"
"2.2400","0.3569","0.1312"
"2.2600","0.3596","0.1337"
"2.2800","0.3624","0.1437"
"2.3000","0.3654","0.1216"
"2.3200","0.3686","0.1282"
"2.3400","0.3719","0.1598"
"2.3600","0.3754","0.1316"
"2.3800","0.3793","0.1425"
"2.4000","0.3833","0.1491"
"2.4200","0.3873","0.1440"
"2.4400","0.3910","0.1483"
"2.4600","0.3947","0.1618"
"2.4800","0.3984","0.1551"
"2.5000","0.4022","0.1428"
"2.5200","0.4055","0.1493"
"2.5400","0.4084","0.1484"
"2.5600","0.4110","0.1557"
"2.5800","0.4137","0.1740"
"2.6000","0.4165","0.1539"
"2.6200","0.4195","0.1607"
"2.6400","0.4225","0.1753"
"2.6600","0.4257","0.1526"
"2.6800","0.4293","0.1656"
"2.7000","0.4330","0.1735"
"2.7200","0.4368","0.1696"
"2.7400","0.4406","0.1722"
"2.7600","0.4441","0.1827"
"2.7800","0.4477","0.1675"
"2.8000","0.4514","0.1815"
"2.8200","0.4550","0.1831"
"2.8400","0.4582","0.1659"
"2.8600","0.4611","0.1821"
"2.8800","0.4637","0.1851"
"2.9000","0.4664","0.1772"
"2.9200","0.4693","0.1880"
"2.9400","0.4723","0.1938"
"2.9600","0.4755","0.1862"
"2.9800","0.4790","0.2046"
"3.0000","0.4827","0.1988"
"3.0200","0.4867","0.2003"
"3.0400","0.4907","0.1968"
"3.0600","0.4945","0.2094"
"3.0800","0.4982","0.2054"
"3.1000","0.5018","0.2141"
"3.1200","0.5054","0.2129"
"3.1400","0.5087","0.2031"
"3.1600","0.5115","0.2319"
"3.1800","0.5141","0.1928"
"3.2000","0.5168","0.2151"
"3.2200","0.5196","0.2278"
"3.2400","0.5225","0.2069"
"3.2600","0.5256","0.2229"
"3.2800","0.5288","0.2190"
"3.3000","0.5324","0.2283"
"3.3200","0.5362","0.2356"
"3.3400","0.5402","0.2287"
"3.3600","0.5440","0.2346"
"3.3800","0.5476","0.2368"
"3.4000","0.5510","0.2360"
"3.4200","0.5546","0.2425"
"3.4400","0.5581","0.2401"
"3.4600","0.5614","0.2439"
"3.4800","0.5643","0.2474"
"3.5000","0.5670","0.2621"
"3.5200","0.5697","0.2538"
"3.5400","0.5726","0.2524"
"3.5600","0.5757","0.2557"
"3.5800","0.5789","0.2578"
"3.6000","0.5823","0.2680"
"3.6200","0.5861","0.2697"
"3.6400","0.5900","0.2653"
"3.6600","0.5939","0.2860"
"3.6800","0.5976","0.2667"
"3.7000","0.6012","0.2709"
"3.7200","0.6047","0.2968"
"3.7400","0.6084","0.2862"
"3.7600","0.6119","0.2730"
"3.7800","0.6150","0.2773"
"3.8000","0.6176","0.2952"
"3.8200","0.6202","0.2971"
"3.8400","0.6230","0.2886"
"3.8600","0.6259","0.2907"
"3.8800","0.6290","0.2922"
"3.9000","0.6322","0.2992"
"3.9200","0.6356","0.3012"
"3.9400","0.6392","0.3042"
"3.9600","0.6430","0.3245"
"3.9800","0.6467","0.3146"
"4.0000","0.6502","0.3200"
"4.0200","0.6537","0.3290"
"4.0400","0.6573","0.3644"
"4.0600","0.6609","0.2922"
"4.0800","0.6644","0.2991"
"4.1000","0.6675","0.3672"
"4.1200","0.6703","0.3169"
"4.1400","0.6730","0.3417"
"4.1600","0.6758","0.3509"
"4.1800","0.6790","0.3383"
"4.2000","0.6822","0.3411"
"4.2200","0.6856","0.3867"
"4.2400","0.6893","0.3638"
"4.2600","0.6932","0.3470"
"4.2800","0.6973","0.3896"
"4.3000","0.7011","0.3606"
"4.3200","0.7048","0.3647"
"4.3400","0.7083","0.3999"
"4.3600","0.7119","0.3627"
"4.3800","0.7153","0.3705"
"4.4000","0.7184","0.3989"
"4.4200","0.7212","0.3885"
"4.4400","0.7238","0.3998"
"4.4600","0.7264","0.4058"
"4.4800","0.7293","0.4031"
"4.5000","0.7323","0.3940"
"4.5200","0.7355","0.4266"
"4.5400","0.7389","0.4308"
"4.5600","0.7427","0.4071"
"4.5800","0.7466","0.4367"
"4.6000","0.7505","0.4354"
"4.6200","0.7542","0.4454"
"4.6400","0.7577","0.4495"
"4.6600","0.7613","0.4332"
"4.6800","0.7649","0.4483"
"4.7000","0.7683","0.4571"
"4.7200","0.7714","0.4412"
"4.7400","0.7741","0.4642"
"4.7600","0.7767","0.4629"
"4.7800","0.7796","0.4714"
"4.8000","0.7827","0.4753"
"4.8200","0.7859","0.4882"
"4.8400","0.7893","0.4881"
"4.8600","0.7928","0.4807"
"4.8800","0.7966","0.4971"
"4.9000","0.8006","0.4902"
"4.9200","0.8044","0.5131"
"4.9400","0.8079","0.5083"
"4.9600","0.8114","0.5021"
"4.9800","0.8150","0.5191"
"5.0000","0.8186","0.5256"
"5.0200","0.8219","0.5340"
"5.0400","0.8247","0.5313"
"5.0600","0.8274","0.5276"
"5.0800","0.8300","0.5432"
"5.1000","0.8328","0.5427"
"5.1200","0.8358","0.5478"
"5.1400","0.8388","0.5501"
"5.1600","0.8419","0.5593"
"5.1800","0.8454","0.5691"
"5.2000","0.8492","0.5678"
"5.2200","0.8530","0.5765"
"5.2400","0.8569","0.5765"
"5.2600","0.8605","0.5824"
"5.2800","0.8643","0.5873"
"5.3000","0.8680","0.5924"
"5.3200","0.8716","0.5967"
"5.3400","0.8749","0.6006"
"5.3600","0.8777","0.6164"
"5.3800","0.8803","0.6210"
"5.4000","0.8831","0.6296"
"5.4200","0.8860","0.6216"
"5.4400","0.8891","0.6242"
"5.4600","0.8923","0.6336"
"5.4800","0.8957","0.6435"
"5.5000","0.8995","0.6574"
"5.5200","0.9035","0.6640"
"5.5400","0.9074","0.6593"
"5.5600","0.9111","0.6714"
"5.5800","0.9147","0.6894"
"5.6000","0.9183","0.6867"
"5.6200","0.9218","0.6855"
"5.6400","0.9250","0.6907"
"5.6600","0.9279","0.6865"
"5.6800","0.9305","0.7001"
"5.7000","0.9331","0.7168"
"5.7200","0.9358","0.7027"
"5.7400","0.9389","0.7102"
"5.7600","0.9420","0.7214"
"5.7800","0.9453","0.7179"
"5.8000","0.9488","0.7300"
"5.8200","0.9527","0.7433"
"5.8400","0.9566","0.7547"
"5.8600","0.9604","0.7507"
"5.8800","0.9640","0.7674"
"5.9000","0.9675","0.7677"
"5.9200","0.9712","0.7824"
"5.9400","0.9748","0.7934"
"5.9600","0.9782","0.7919"
"5.9800","0.9811","0.8032"
"6.0000","0.9837","0.8167"
"6.0200","0.9865","0.8212"
"6.0400","0.9894","0.8165"
"6.0600","0.9925","0.8322"
"6.0800","0.9958","0.8453"
"6.1000","0.9991","0.8475"
"6.1200","1.0028","0.8451"
"6.1400","1.0066","0.8724"
"6.1600","1.0105","0.8667"
"6.1800","1.0143","0.8787"
"6.2000","1.0179","0.8987"
"6.2200","1.0215","0.9051"
"6.2400","1.0251","0.9097"
"6.2600","1.0285","0.9159"
"6.2800","1.0316","0.9270"
"6.3000","1.0342","0.9212"
"6.3200","1.0368","0.9458"
"6.3400","1.0395","0.9414"
"6.3600","1.0425","0.9437"
"6.3800","1.0454","0.9671"
"6.4000","1.0485","0.9767"
"6.4200","1.0520","0.9781"
"6.4400","1.0558","0.9942"
"6.4600","1.0598","1.0016"
"6.4800","1.0638","1.0154"
"6.5000","1.0675","1.0425"
"6.5200","1.0712","1.0417"
"6.5400","1.0749","1.0565"
"6.5600","1.0786","1.0624"
"6.5800","1.0820","1.0636"
"6.6000","1.0849","1.0707"
"6.6200","1.0874","1.0918"
"6.6400","1.0900","1.0885"
"6.6600","1.0929","1.0975"
"6.6800","1.0959","1.1060"
"6.7000","1.0990","1.1133"
"6.7200","1.1022","1.1262"
"6.7400","1.1058","1.1501"
"6.7600","1.1097","1.1512"
"6.7800","1.1137","1.1765"
"6.8000","1.1175","1.1940"
"6.8200","1.1212","1.1965"
"6.8400","1.1248","1.2258"
"6.8600","1.1284","1.2238"
"6.8800","1.1319","1.2367"
"6.9000","1.1351","1.2431"
"6.9200","1.1378","1.2402"
"6.9400","1.1404","1.2494"
"6.9600","1.1432","1.2577"
"6.9800","1.1461","1.2746"
"7.0000","1.1491","1.2815"
"7.0200","1.1523","1.3048"
"7.0400","1.1557","1.3207"
"7.0600","1.1594","1.3299"
"7.0800","1.1634","1.3544"
"7.1000","1.1672","1.3573"
"7.1200","1.1708","1.3745"
"7.1400","1.1741","1.3994"
"7.1600","1.1776","1.3992"
"7.1800","1.1812","1.4225"
"7.2000","1.1847","1.4220"
"7.2200","1.1879","1.4354"
"7.2400","1.1907","1.4460"
"7.2600","1.1934","1.4496"
"7.2800","1.1962","1.4663"
"7.3000","1.1993","1.4859"
"7.3200","1.2025","1.5002"
"7.3400","1.2058","1.5149"
"7.3600","1.2094","1.5450"
"7.3800","1.2132","1.5725"
"7.4000","1.2170","1.5793"
"7.4200","1.2208","1.5868"
"7.4400","1.2244","1.6181"
"7.4600","1.2279","1.6290"
"7.4800","1.2315","1.6634"
"7.5000","1.2351","1.6670"
"7.5200","1.2384","1.6742"
"7.5400","1.2413","1.6837"
"7.5600","1.2439","1.6929"
"7.5800","1.2465","1.7112"
"7.6000","1.2494","1.7221"
"7.6200","1.2523","1.7387"
"7.6400","1.2554","1.7524"
"7.6600","1.2586","1.7600"
"7.6800","1.2621","1.7964"
"7.7000","1.2659","1.8206"
"7.7200","1.2698","1.8386"
"7.7400","1.2737","1.8629"
"7.7600","1.2773","1.8800"
"7.7800","1.2809","1.9083"
"7.8000","1.2846","1.9289"
"7.8200","1.2883","1.9483"
"7.8400","1.2915","1.9626"
"7.8600","1.2944","1.9716"
"7.8800","1.2969","1.9866"
"7.9000","1.2997","1.9866"
"7.9200","1.3026","2.0124"
"7.9400","1.3057","2.0460"
"7.9600","1.3089","2.0554"
"7.9800","1.3123","2.0894"
"8.0000","1.3161","2.1046"
"8.0200","1.3200","2.1395"
"8.0400","1.3239","2.1741"
"8.0600","1.3275","2.1847"
"8.0800","1.3310","2.2133"
"8.1000","1.3346","2.2247"
"8.1200","1.3381","2.2567"
"8.1400","1.3415","2.2774"
"8.1600","1.3445","2.2762"
"8.1800","1.3472","2.3071"
"8.2000","1.3498","2.3131"
"8.2200","1.3527","2.3367"
"8.2400","1.3557","2.3488"
"8.2600","1.3588","2.3740"
"8.2800","1.3621","2.4117"
"8.3000","1.3657","2.4334"
"8.3200","1.3697","2.4661"
"8.3400","1.3737","2.5060"
"8.3600","1.3775","2.5429"
"8.3800","1.3812","2.5630"
"8.4000","1.3848","2.5770"
"8.4200","1.3884","2.6306"
"8.4400","1.3920","2.6470"
"8.4600","1.3952","2.6614"
"8.4800","1.3979","2.6711"
"8.5000","1.4005","2.6834"
"8.5200","1.4032","2.7184"
"8.5400","1.4062","2.7304"
"8.5600","1.4092","2.7540"
"8.5800","1.4124","2.7955"
"8.6000","1.4156","2.8190"
"8.6200","1.4191","2.8545"
"8.6400","1.4229","2.8910"
"8.6600","1.4268","2.9241"
"8.6800","1.4305","2.9669"
"8.7000","1.4340","2.9989"
"8.7200","1.4376","3.0152"
"8.7400","1.4412","3.0449"
"8.7600","1.4448","3.0945"
"8.7800","1.4481","3.1068"
"8.8000","1.4509","3.1280"
"8.8200","1.4536","3.1623"
"8.8400","1.4564","3.1718"
"8.8600","1.4593","3.1925"
"8.8800","1.4623","3.2303"
"8.9000","1.4655","3.2530"
"8.9200","1.4690","3.3054"
"8.9400","1.4729","3.3533"
"8.9600","1.4769","3.3908"
"8.9800","1.4808","3.4345"
"9.0000","1.4845","3.4866"
"9.0200","1.4880","3.5265"
"9.0400","1.4916","3.5596"
"9.0600","1.4952","3.5936"
"9.0800","1.4985","3.6315"
"9.1000","1.5014","3.6431"
"9.1200","1.5040","3.6639"
"9.1400","1.5066","3.6869"
"9.1600","1.5094","3.7223"
"9.1800","1.5125","3.7551"
"9.2000","1.5157","3.7823"
"9.2200","1.5190","3.8380"
"9.2400","1.5226","3.8749"
"9.2600","1.5264","3.9474"
"9.2800","1.5304","3.9998"
"9.3000","1.5342","4.0384"
"9.3200","1.5378","4.1086"
"9.3400","1.5413","4.1474"
"9.3600","1.5447","4.1835"
"9.3800","1.5482","4.2231"
"9.4000","1.5514","4.2512"
"9.4200","1.5542","4.2634"
"9.4400","1.5568","4.2956"
"9.4600","1.5594","4.3233"
"9.4800","1.5624","4.3611"
"9.5000","1.5654","4.4099"
"9.5200","1.5686","4.4589"
"9.5400","1.5720","4.5057"
"9.5600","1.5757","4.5889"
"9.5800","1.5797","4.6580"
"9.6000","1.5837","4.7111"
"9.6200","1.5874","4.7741"
"9.6400","1.5909","4.8188"
"9.6600","1.5945","4.8785"
"9.6800","1.5981","4.9385"
"9.7000","1.6016","4.9771"
"9.7200","1.6047","5.0102"
"9.7400","1.6074","5.0544"
"9.7600","1.6100","5.0785"
"9.7800","1.6127","5.1070"
"9.8000","1.6157","5.1643"
"9.8200","1.6189","5.2248"
"9.8400","1.6221","5.2669"
"9.8600","1.6255","5.3385"
"9.8800","1.6292","5.4163"
"9.9000","1.6330","5.4873"
"9.9200","1.6369","5.5757"
"9.9400","1.6406","5.6472"
"9.9600","1.6442","5.7277"
"9.9800","1.6478","5.7937"
"10.0000","1.6515","5.8516"
"10.0200","1.6549","5.9124"
"10.0400","1.6579","5.9580"
"10.0600","1.6606","5.9874"
"10.0800","1.6634","6.0328"
"10.1000","1.6663","6.0805"
"10.1200","1.6694","6.1277"
"10.1400","1.6725","6.2065"
"10.1600","1.6758","6.2953"
"10.1800","1.6794","6.3739"
"10.2000","1.6832","6.4631"
"10.2200","1.6870","6.5677"
"10.2400","1.6907","6.6428"
"10.2600","1.6943","6.7303"
"10.2800","1.6978","6.8149"
"10.3000","1.7015","6.8965"
"10.3200","1.7050","6.9717"
"10.3400","1.7082","7.0282"
"10.3600","1.7109","7.0665"
"10.3800","1.7135","7.1046"
"10.4000","1.7162","7.1679"
"10.4200","1.7192","7.2381"
"10.4400","1.7222","7.3072"
"10.4600","1.7254","7.4032"
"10.4800","1.7288","7.5077"
"10.5000","1.7325","7.6135"
"10.5200","1.7363","7.7404"
"10.5400","1.7402","7.8670"
"10.5600","1.7440","7.9647"
"10.5800","1.7476","8.0573"
"10.6000","1.7512","8.1674"
"10.6200","1.7548","8.2659"
"10.6400","1.7582","8.3557"
"10.6600","1.7612","8.4139"
"10.6800","1.7639","8.4565"
"10.7000","1.7666","8.5186"
"10.7200","1.7695","8.5999"
"10.7400","1.7726","8.6911"
"10.7600","1.7757","8.7931"
"10.7800","1.7791","8.9235"
"10.8000","1.7828","9.0657"
"10.8200","1.7867","9.2229"
"10.8400","1.7908","9.3924"
"10.8600","1.7947","9.5298"
"10.8800","1.7982","9.6425"
"10.9000","1.8016","9.7606"
"10.9200","1.8051","9.8716"
"10.9400","1.8086","9.9785"
"10.9600","1.8117","10.0658"
"10.9800","1.8145","10.1322"
"11.0000","1.8171","10.1794"
"11.0200","1.8198","10.2674"
"11.0400","1.8226","10.3740"
"11.0600","1.8256","10.4805"
"11.0800","1.8287","10.6138"
"11.1000","1.8320","10.7654"
"11.1200","1.8355","10.9353"
"11.1400","1.8393","11.1164"
"11.1600","1.8431","11.3084"
"11.1800","1.8469","11.4835"
"11.2000","1.8506","11.6620"
"11.2200","1.8542","11.8246"
"11.2400","1.8579","11.9907"
"11.2600","1.8615","12.1568"
"11.2800","1.8648","12.2844"
"11.3000","1.8676","12.3585"
"11.3200","1.8703","12.4313"
"11.3400","1.8731","12.5528"
"11.3600","1.8760","12.6888"
"11.3800","1.8791","12.8490"
"11.4000","1.8823","13.0186"
"11.4200","1.8857","13.2246"
"11.4400","1.8894","13.4673"
"11.4600","1.8933","13.7161"
"11.4800","1.8971","13.9481"
"11.5000","1.9008","14.1590"
"11.5200","1.9044","14.3606"
"11.5400","1.9080","14.5851"
"11.5600","1.9116","14.7999"
"11.5800","1.9150","14.9714"
"11.6000","1.9179","15.0826"
"11.6200","1.9204","15.1589"
"11.6400","1.9230","15.2668"
"11.6600","1.9257","15.4203"
"11.6800","1.9287","15.6161"
"11.7000","1.9318","15.8238"
"11.7200","1.9351","16.0727"
"11.7400","1.9387","16.3746"
"11.7600","1.9425","16.7068"
"11.7800","1.9465","17.0423"
"11.8000","1.9503","17.3459"
"11.8200","1.9539","17.6129"
"11.8400","1.9576","17.9015"
"11.8600","1.9613","18.2210"
"11.8800","1.9650","18.5118"
"11.9000","1.9684","18.7272"
"11.9200","1.9712","18.8669"
"11.9400","1.9739","19.0211"
"11.9600","1.9766","19.2095"
"11.9800","1.9796","19.4601"
"12.0000","1.9827","19.7366"
"12.0200","1.9859","20.0447"
"12.0400","1.9895","20.4299"
"12.0600","1.9933","20.8586"
"12.0800","1.9972","21.3122"
"12.1000","2.0010","21.7097"
"12.1200","2.0046","22.0491"
"12.1400","2.0080","22.3686"
"12.1600","2.0114","22.7109"
"12.1800","2.0148","23.0893"
"12.2000","2.0181","23.4213"
"12.2200","2.0211","23.6507"
"12.2400","2.0238","23.8575"
"12.2600","2.0263","24.0837"
"12.2800","2.0291","24.3887"
"12.3000","2.0321","24.7849"
"12.3200","2.0353","25.2212"
"12.3400","2.0387","25.6845"
"12.3600","2.0422","26.2092"
"12.3800","2.0459","26.7869"
"12.4000","2.0498","27.3902"
"12.4200","2.0536","28.0010"
"12.4400","2.0574","28.5458"
"12.4600","2.0610","29.0768"
"12.4800","2.0648","29.6866"
"12.4910","2.0668","30.0188"

