Time,Displacement,Force
"1.3000","0.2008","0.0975"
"1.3200","0.2034","0.1050"
"1.3400","0.2062","0.1124"
"1.3600","0.2092","0.0984"
"1.3800","0.2123","0.0981"
"1.4000","0.2154","0.1258"
"1.4200","0.2188","0.1224"
"1.4400","0.2226","0.1158"
"1.4600","0.2264","0.1135"
"1.4800","0.2302","0.1037"
"1.5000","0.2338","0.1281"
"1.5200","0.2372","0.1185"
"1.5400","0.2408","0.1141"
"1.5600","0.2444","0.1268"
"1.5800","0.2478","0.1148"
"1.6000","0.2508","0.1304"
"1.6200","0.2535","0.1284"
"1.6400","0.2561","0.1350"
"1.6600","0.2589","0.1419"
"1.6800","0.2619","0.1354"
"1.7000","0.2650","0.1412"
"1.7200","0.2684","0.1417"
"1.7400","0.2720","0.1454"
"1.7600","0.2760","0.1383"
"1.7800","0.2801","0.1400"
"1.8000","0.2840","0.1528"
"1.8200","0.2878","0.1484"
"1.8400","0.2914","0.1482"
"1.8600","0.2950","0.1597"
"1.8800","0.2984","0.1476"
"1.9000","0.3015","0.1552"
"1.9200","0.3043","0.1589"
"1.9400","0.3069","0.1512"
"1.9600","0.3096","0.1677"
"1.9800","0.3124","0.1669"
"2.0000","0.3154","0.1726"
"2.0200","0.3185","0.1723"
"2.0400","0.3218","0.1693"
"2.0600","0.3253","0.1674"
"2.0800","0.3292","0.1755"
"2.1000","0.3330","0.1745"
"2.1200","0.3367","0.1734"
"2.1400","0.3401","0.1843"
"2.1600","0.3436","0.1902"
"2.1800","0.3472","0.1680"
"2.2000","0.3508","0.1781"
"2.2200","0.3540","0.1831"
"2.2400","0.3568","0.1880"
"2.2600","0.3594","0.1917"
"2.2800","0.3622","0.1852"
"2.3000","0.3652","0.1928"
"2.3200","0.3683","0.1947"
"2.3400","0.3715","0.2056"
"2.3600","0.3751","0.1994"
"2.3800","0.3789","0.2012"
"2.4000","0.3829","0.2036"
"2.4200","0.3869","0.1935"
"2.4400","0.3906","0.2035"
"2.4600","0.3943","0.2163"
"2.4800","0.3980","0.2101"
"2.5000","0.4018","0.2136"
"2.5200","0.4052","0.2143"
"2.5400","0.4081","0.2210"
"2.5600","0.4107","0.2195"
"2.5800","0.4133","0.2197"
"2.6000","0.4162","0.2353"
"2.6200","0.4192","0.2252"
"2.6400","0.4222","0.2339"
"2.6600","0.4255","0.2411"
"2.6800","0.4291","0.2392"
"2.7000","0.4328","0.2436"
"2.7200","0.4366","0.2432"
"2.7400","0.4403","0.2356"
"2.7600","0.4438","0.2399"
"2.7800","0.4473","0.2488"
"2.8000","0.4510","0.2522"
"2.8200","0.4546","0.2475"
"2.8400","0.4579","0.2562"
"2.8600","0.4607","0.2597"
"2.8800","0.4634","0.2555"
"2.9000","0.4660","0.2661"
"2.9200","0.4690","0.2535"
"2.9400","0.4720","0.2639"
"2.9600","0.4752","0.2699"
"2.9800","0.4786","0.2712"
"3.0000","0.4823","0.2760"
"3.0200","0.4863","0.2791"
"3.0400","0.4903","0.2813"
"3.0600","0.4941","0.2798"
"3.0800","0.4977","0.2816"
"3.1000","0.5013","0.2852"
"3.1200","0.5049","0.2915"
"3.1400","0.5083","0.2917"
"3.1600","0.5113","0.2883"
"3.1800","0.5140","0.2925"
"3.2000","0.5166","0.2983"
"3.2200","0.5194","0.2945"
"3.2400","0.5223","0.3023"
"3.2600","0.5254","0.3050"
"3.2800","0.5286","0.3156"
"3.3000","0.5320","0.3197"
"3.3200","0.5358","0.3144"
"3.3400","0.5398","0.3180"
"3.3600","0.5436","0.3212"
"3.3800","0.5471","0.3303"
"3.4000","0.5506","0.3388"
"3.4200","0.5542","0.3373"
"3.4400","0.5578","0.3355"
"3.4600","0.5611","0.3364"
"3.4800","0.5641","0.3341"
"3.5000","0.5667","0.3447"
"3.5200","0.5694","0.3544"
"3.5400","0.5723","0.3611"
"3.5600","0.5754","0.3452"
"3.5800","0.5786","0.3562"
"3.6000","0.5820","0.3612"
"3.6200","0.5857","0.3587"
"3.6400","0.5895","0.3686"
"3.6600","0.5935","0.3622"
"3.6800","0.5972","0.3779"
"3.7000","0.6009","0.3760"
"3.7200","0.6045","0.3787"
"3.7400","0.6081","0.3844"
"3.7600","0.6116","0.3889"
"3.7800","0.6147","0.3915"
"3.8000","0.6174","0.3920"
"3.8200","0.6200","0.4014"
"3.8400","0.6228","0.4091"
"3.8600","0.6257","0.4131"
"3.8800","0.6287","0.4158"
"3.9000","0.6318","0.4131"
"3.9200","0.6351","0.4232"
"3.9400","0.6386","0.4218"
"3.9600","0.6424","0.4254"
"3.9800","0.6462","0.4371"
"4.0000","0.6498","0.4315"
"4.0200","0.6533","0.4444"
"4.0400","0.6569","0.4450"
"4.0600","0.6606","0.4443"
"4.0800","0.6642","0.4520"
"4.1000","0.6674","0.4567"
"4.1200","0.6701","0.4594"
"4.1400","0.6728","0.4602"
"4.1600","0.6757","0.4710"
"4.1800","0.6787","0.4684"
"4.2000","0.6819","0.4771"
"4.2200","0.6853","0.4816"
"4.2400","0.6889","0.4938"
"4.2600","0.6927","0.5011"
"4.2800","0.6967","0.4958"
"4.3000","0.7006","0.4916"
"4.3200","0.7042","0.5076"
"4.3400","0.7078","0.5094"
"4.3600","0.7114","0.5150"
"4.3800","0.7150","0.5160"
"4.4000","0.7181","0.5142"
"4.4200","0.7210","0.5216"
"4.4400","0.7236","0.5296"
"4.4600","0.7263","0.5303"
"4.4800","0.7292","0.5315"
"4.5000","0.7322","0.5526"
"4.5200","0.7353","0.5540"
"4.5400","0.7386","0.5561"
"4.5600","0.7423","0.5593"
"4.5800","0.7462","0.5701"
"4.6000","0.7500","0.5679"
"4.6200","0.7538","0.5677"
"4.6400","0.7573","0.5737"
"4.6600","0.7609","0.5874"
"4.6800","0.7645","0.5901"
"4.7000","0.7680","0.5844"
"4.7200","0.7712","0.5941"
"4.7400","0.7739","0.5935"
"4.7600","0.7765","0.6031"
"4.7800","0.7793","0.5985"
"4.8000","0.7824","0.6039"
"4.8200","0.7855","0.6197"
"4.8400","0.7889","0.6306"
"4.8600","0.7924","0.6323"
"4.8800","0.7962","0.6340"
"4.9000","0.8002","0.6459"
"4.9200","0.8040","0.6575"
"4.9400","0.8075","0.6619"
"4.9600","0.8110","0.6714"
"4.9800","0.8146","0.6785"
"5.0000","0.8182","0.6715"
"5.0200","0.8215","0.6747"
"5.0400","0.8244","0.6753"
"5.0600","0.8270","0.6912"
"5.0800","0.8296","0.6937"
"5.1000","0.8324","0.6907"
"5.1200","0.8354","0.6908"
"5.1400","0.8383","0.6988"
"5.1600","0.8415","0.7147"
"5.1800","0.8450","0.7175"
"5.2000","0.8488","0.7259"
"5.2200","0.8528","0.7372"
"5.2400","0.8567","0.7342"
"5.2600","0.8603","0.7513"
"5.2800","0.8639","0.7668"
"5.3000","0.8677","0.7622"
"5.3200","0.8713","0.7674"
"5.3400","0.8746","0.7650"
"5.3600","0.8774","0.7744"
"5.3800","0.8800","0.7752"
"5.4000","0.8827","0.7960"
"5.4200","0.8856","0.7946"
"5.4400","0.8887","0.7875"
"5.4600","0.8919","0.8074"
"5.4800","0.8953","0.8123"
"5.5000","0.8990","0.8207"
"5.5200","0.9030","0.8384"
"5.5400","0.9070","0.8428"
"5.5600","0.9108","0.8568"
"5.5800","0.9144","0.8596"
"5.6000","0.9179","0.8657"
"5.6200","0.9214","0.8734"
"5.6400","0.9248","0.8757"
"5.6600","0.9277","0.8870"
"5.6800","0.9303","0.8772"
"5.7000","0.9329","0.8919"
"5.7200","0.9357","0.9022"
"5.7400","0.9387","0.9000"
"5.7600","0.9418","0.9134"
"5.7800","0.9450","0.9213"
"5.8000","0.9485","0.9358"
"5.8200","0.9523","0.9511"
"5.8400","0.9562","0.9613"
"5.8600","0.9601","0.9683"
"5.8800","0.9637","0.9745"
"5.9000","0.9671","0.9871"
"5.9200","0.9708","0.9896"
"5.9400","0.9744","0.9953"
"5.9600","0.9778","1.0196"
"5.9800","0.9808","1.0176"
"6.0000","0.9834","1.0182"
"6.0200","0.9862","1.0366"
"6.0400","0.9891","1.0394"
"6.0600","0.9922","1.0502"
"6.0800","0.9954","1.0515"
"6.1000","0.9988","1.0670"
"6.1200","1.0025","1.0852"
"6.1400","1.0063","1.0842"
"6.1600","1.0102","1.0862"
"6.1800","1.0139","1.1009"
"6.2000","1.0175","1.1320"
"6.2200","1.0211","1.1392"
"6.2400","1.0247","1.1434"
"6.2600","1.0282","1.1581"
"6.2800","1.0314","1.1580"
"6.3000","1.0341","1.1724"
"6.3200","1.0367","1.1850"
"6.3400","1.0394","1.1784"
"6.3600","1.0422","1.2007"
"6.3800","1.0452","1.2069"
"6.4000","1.0482","1.2232"
"6.4200","1.0517","1.2273"
"6.4400","1.0554","1.2435"
"6.4600","1.0594","1.2678"
"6.4800","1.0633","1.2709"
"6.5000","1.0671","1.2930"
"6.5200","1.0708","1.3041"
"6.5400","1.0745","1.3211"
"6.5600","1.0782","1.3388"
"6.5800","1.0817","1.3385"
"6.6000","1.0846","1.3515"
"6.6200","1.0872","1.3668"
"6.6400","1.0897","1.3795"
"6.6600","1.0926","1.3786"
"6.6800","1.0956","1.3779"
"6.7000","1.0987","1.4044"
"6.7200","1.1020","1.4093"
"6.7400","1.1056","1.4207"
"6.7600","1.1095","1.4502"
"6.7800","1.1135","1.4606"
"6.8000","1.1173","1.4885"
"6.8200","1.1209","1.5034"
"6.8400","1.1244","1.5112"
"6.8600","1.1279","1.5361"
"6.8800","1.1314","1.5359"
"6.9000","1.1346","1.5421"
"6.9200","1.1375","1.5625"
"6.9400","1.1401","1.5716"
"6.9600","1.1428","1.5688"
"6.9800","1.1457","1.5693"
"7.0000","1.1488","1.5941"
"7.0200","1.1520","1.6132"
"7.0400","1.1554","1.6437"
"7.0600","1.1591","1.6643"
"7.0800","1.1630","1.6619"
"7.1000","1.1669","1.6983"
"7.1200","1.1705","1.7144"
"7.1400","1.1739","1.7167"
"7.1600","1.1774","1.7391"
"7.1800","1.1809","1.7622"
"7.2000","1.1845","1.7705"
"7.2200","1.1877","1.7739"
"7.2400","1.1906","1.7962"
"7.2600","1.1933","1.8064"
"7.2800","1.1961","1.8190"
"7.3000","1.1992","1.8520"
"7.3200","1.2023","1.8461"
"7.3400","1.2055","1.8547"
"7.3600","1.2089","1.8893"
"7.3800","1.2126","1.9020"
"7.4000","1.2165","1.9255"
"7.4200","1.2202","1.9490"
"7.4400","1.2238","1.9799"
"7.4600","1.2273","1.9914"
"7.4800","1.2309","2.0100"
"7.5000","1.2346","2.0431"
"7.5200","1.2380","2.0342"
"7.5400","1.2410","2.0642"
"7.5600","1.2436","2.0873"
"7.5800","1.2463","2.0783"
"7.6000","1.2491","2.0988"
"7.6200","1.2521","2.1091"
"7.6400","1.2551","2.1329"
"7.6600","1.2583","2.1569"
"7.6800","1.2618","2.1909"
"7.7000","1.2655","2.2124"
"7.7200","1.2694","2.2306"
"7.7400","1.2732","2.2692"
"7.7600","1.2768","2.2871"
"7.7800","1.2804","2.3184"
"7.8000","1.2842","2.3383"
"7.8200","1.2878","2.3546"
"7.8400","1.2911","2.3915"
"7.8600","1.2940","2.3860"
"7.8800","1.2966","2.4032"
"7.9000","1.2993","2.4197"
"7.9200","1.3022","2.4344"
"7.9400","1.3053","2.4639"
"7.9600","1.3084","2.4842"
"7.9800","1.3119","2.5150"
"8.0000","1.3156","2.5548"
"8.0200","1.3195","2.5768"
"8.0400","1.3235","2.6041"
"8.0600","1.3272","2.6395"
"8.0800","1.3308","2.6665"
"8.1000","1.3344","2.6988"
"8.1200","1.3379","2.7184"
"8.1400","1.3413","2.7289"
"8.1600","1.3443","2.7495"
"8.1800","1.3470","2.7644"
"8.2000","1.3496","2.7696"
"8.2200","1.3524","2.7978"
"8.2400","1.3554","2.8241"
"8.2600","1.3585","2.8306"
"8.2800","1.3617","2.8714"
"8.3000","1.3654","2.9153"
"8.3200","1.3693","2.9464"
"8.3400","1.3733","2.9975"
"8.3600","1.3772","3.0215"
"8.3800","1.3808","3.0451"
"8.4000","1.3844","3.0967"
"8.4200","1.3880","3.1276"
"8.4400","1.3916","3.1415"
"8.4600","1.3948","3.1657"
"8.4800","1.3977","3.1882"
"8.5000","1.4003","3.2011"
"8.5200","1.4029","3.2176"
"8.5400","1.4058","3.2433"
"8.5600","1.4089","3.2716"
"8.5800","1.4121","3.3159"
"8.6000","1.4154","3.3403"
"8.6200","1.4189","3.3769"
"8.6400","1.4227","3.4300"
"8.6600","1.4266","3.4637"
"8.6800","1.4303","3.5034"
"8.7000","1.4338","3.5417"
"8.7200","1.4374","3.5718"
"8.7400","1.4410","3.6158"
"8.7600","1.4446","3.6461"
"8.7800","1.4479","3.6705"
"8.8000","1.4507","3.7002"
"8.8200","1.4534","3.7139"
"8.8400","1.4561","3.7329"
"8.8600","1.4590","3.7617"
"8.8800","1.4621","3.7978"
"8.9000","1.4652","3.8380"
"8.9200","1.4686","3.8845"
"8.9400","1.4724","3.9189"
"8.9600","1.4764","3.9799"
"8.9800","1.4803","4.0418"
"9.0000","1.4841","4.0758"
"9.0200","1.4877","4.1184"
"9.0400","1.4913","4.1744"
"9.0600","1.4950","4.2033"
"9.0800","1.4983","4.2355"
"9.1000","1.5012","4.2675"
"9.1200","1.5038","4.2790"
"9.1400","1.5064","4.3046"
"9.1600","1.5092","4.3382"
"9.1800","1.5122","4.3650"
"9.2000","1.5153","4.4124"
"9.2200","1.5186","4.4626"
"9.2400","1.5222","4.5147"
"9.2600","1.5259","4.5784"
"9.2800","1.5299","4.6470"
"9.3000","1.5337","4.7101"
"9.3200","1.5374","4.7574"
"9.3400","1.5409","4.7918"
"9.3600","1.5444","4.8406"
"9.3800","1.5478","4.8902"
"9.4000","1.5511","4.9309"
"9.4200","1.5539","4.9444"
"9.4400","1.5565","4.9704"
"9.4600","1.5593","5.0033"
"9.4800","1.5622","5.0471"
"9.5000","1.5652","5.0885"
"9.5200","1.5683","5.1370"
"9.5400","1.5717","5.1997"
"9.5600","1.5754","5.2788"
"9.5800","1.5794","5.3524"
"9.6000","1.5833","5.4205"
"9.6200","1.5870","5.4913"
"9.6400","1.5905","5.5497"
"9.6600","1.5940","5.6017"
"9.6800","1.5976","5.6651"
"9.7000","1.6012","5.7273"
"9.7200","1.6043","5.7588"
"9.7400","1.6071","5.7890"
"9.7600","1.6097","5.8219"
"9.7800","1.6124","5.8600"
"9.8000","1.6154","5.9034"
"9.8200","1.6185","5.9631"
"9.8400","1.6217","6.0289"
"9.8600","1.6252","6.1017"
"9.8800","1.6289","6.1992"
"9.9000","1.6328","6.2886"
"9.9200","1.6366","6.3651"
"9.9400","1.6402","6.4358"
"9.9600","1.6438","6.5244"
"9.9800","1.6475","6.5973"
"10.0000","1.6512","6.6687"
"10.0200","1.6547","6.7275"
"10.0400","1.6577","6.7676"
"10.0600","1.6604","6.7987"
"10.0800","1.6631","6.8493"
"10.1000","1.6660","6.9053"
"10.1200","1.6690","6.9641"
"10.1400","1.6721","7.0425"
"10.1600","1.6755","7.1171"
"10.1800","1.6791","7.2124"
"10.2000","1.6829","7.3279"
"10.2200","1.6868","7.4369"
"10.2400","1.6906","7.5237"
"10.2600","1.6942","7.6234"
"10.2800","1.6977","7.7067"
"10.3000","1.7013","7.7967"
"10.3200","1.7048","7.8709"
"10.3400","1.7080","7.9266"
"10.3600","1.7108","7.9691"
"10.3800","1.7133","8.0050"
"10.4000","1.7160","8.0583"
"10.4200","1.7189","8.1332"
"10.4400","1.7220","8.2230"
"10.4600","1.7250","8.2952"
"10.4800","1.7284","8.3968"
"10.5000","1.7320","8.5273"
"10.5200","1.7358","8.6707"
"10.5400","1.7398","8.8092"
"10.5600","1.7437","8.9263"
"10.5800","1.7473","9.0338"
"10.6000","1.7509","9.1462"
"10.6200","1.7545","9.2614"
"10.6400","1.7579","9.3440"
"10.6600","1.7610","9.4162"
"10.6800","1.7637","9.4659"
"10.7000","1.7663","9.5164"
"10.7200","1.7691","9.5950"
"10.7400","1.7722","9.6924"
"10.7600","1.7753","9.8090"
"10.7800","1.7786","9.9424"
"10.8000","1.7822","10.0882"
"10.8200","1.7861","10.2594"
"10.8400","1.7902","10.4325"
"10.8600","1.7941","10.5938"
"10.8800","1.7978","10.7147"
"10.9000","1.8013","10.8357"
"10.9200","1.8048","10.9706"
"10.9400","1.8083","11.0937"
"10.9600","1.8115","11.2042"
"10.9800","1.8143","11.2582"
"11.0000","1.8169","11.3115"
"11.0200","1.8195","11.3892"
"11.0400","1.8223","11.5000"
"11.0600","1.8254","11.6238"
"11.0800","1.8284","11.7503"
"11.1000","1.8316","11.9070"
"11.1200","1.8351","12.0978"
"11.1400","1.8388","12.2877"
"11.1600","1.8427","12.4993"
"11.1800","1.8464","12.6841"
"11.2000","1.8501","12.8588"
"11.2200","1.8537","13.0391"
"11.2400","1.8574","13.2169"
"11.2600","1.8610","13.4075"
"11.2800","1.8644","13.5298"
"11.3000","1.8673","13.6131"
"11.3200","1.8699","13.6887"
"11.3400","1.8727","13.8001"
"11.3600","1.8756","13.9570"
"11.3800","1.8787","14.1113"
"11.4000","1.8819","14.2987"
"11.4200","1.8853","14.5166"
"11.4400","1.8890","14.7576"
"11.4600","1.8929","15.0262"
"11.4800","1.8968","15.2738"
"11.5000","1.9005","15.5031"
"11.5200","1.9041","15.7089"
"11.5400","1.9077","15.9143"
"11.5600","1.9112","16.1476"
"11.5800","1.9146","16.3256"
"11.6000","1.9175","16.4493"
"11.6200","1.9201","16.5199"
"11.6400","1.9226","16.6215"
"11.6600","1.9254","16.7870"
"11.6800","1.9284","16.9955"
"11.7000","1.9315","17.2192"
"11.7200","1.9347","17.4537"
"11.7400","1.9382","17.7479"
"11.7600","1.9420","18.0992"
"11.7800","1.9459","18.4402"
"11.8000","1.9498","18.7654"
"11.8200","1.9536","19.0668"
"11.8400","1.9572","19.3589"
"11.8600","1.9609","19.6569"
"11.8800","1.9645","19.9360"
"11.9000","1.9679","20.1694"
"11.9200","1.9708","20.3251"
"11.9400","1.9735","20.4772"
"11.9600","1.9762","20.6719"
"11.9800","1.9792","20.9083"
"12.0000","1.9823","21.2025"
"12.0200","1.9855","21.5145"
"12.0400","1.9891","21.9063"
"12.0600","1.9930","22.3830"
"12.0800","1.9970","22.8462"
"12.1000","2.0009","23.2595"
"12.1200","2.0044","23.5942"
"12.1400","2.0078","23.8934"
"12.1600","2.0111","24.2267"
"12.1800","2.0145","24.5809"
"12.2000","2.0178","24.9263"
"12.2200","2.0209","25.1798"
"12.2400","2.0235","25.3706"
"12.2600","2.0261","25.5750"
"12.2800","2.0288","25.8646"
"12.3000","2.0319","26.2695"
"12.3200","2.0351","26.6960"
"12.3400","2.0384","27.1397"
"12.3600","2.0419","27.6429"
"12.3800","2.0456","28.1948"
"12.4000","2.0494","28.7897"
"12.4200","2.0532","29.3783"
"12.4400","2.0570","29.9063"
"12.4440","2.0577","30.0057"

