Time,Displacement,Force
"2.1400","0.3403","0.1396"
"2.1600","0.3437","0.1483"
"2.1800","0.3473","0.1375"
"2.2000","0.3508","0.1429"
"2.2200","0.3540","0.1366"
"2.2400","0.3568","0.1491"
"2.2600","0.3595","0.1467"
"2.2800","0.3623","0.1499"
"2.3000","0.3653","0.1566"
"2.3200","0.3685","0.1443"
"2.3400","0.3718","0.1576"
"2.3600","0.3754","0.1587"
"2.3800","0.3792","0.1613"
"2.4000","0.3833","0.1584"
"2.4200","0.3873","0.1636"
"2.4400","0.3910","0.1639"
"2.4600","0.3947","0.1690"
"2.4800","0.3984","0.1749"
"2.5000","0.4021","0.1570"
"2.5200","0.4054","0.1645"
"2.5400","0.4083","0.1835"
"2.5600","0.4109","0.1733"
"2.5800","0.4136","0.1852"
"2.6000","0.4165","0.1817"
"2.6200","0.4195","0.1734"
"2.6400","0.4225","0.1798"
"2.6600","0.4257","0.1923"
"2.6800","0.4292","0.1848"
"2.7000","0.4330","0.1809"
"2.7200","0.4368","0.1899"
"2.7400","0.4405","0.1803"
"2.7600","0.4441","0.1869"
"2.7800","0.4476","0.1982"
"2.8000","0.4513","0.1924"
"2.8200","0.4549","0.1988"
"2.8400","0.4581","0.1994"
"2.8600","0.4609","0.2042"
"2.8800","0.4635","0.1965"
"2.9000","0.4662","0.2035"
"2.9200","0.4692","0.2159"
"2.9400","0.4722","0.2139"
"2.9600","0.4754","0.2085"
"2.9800","0.4789","0.2100"
"3.0000","0.4826","0.2238"
"3.0200","0.4866","0.2293"
"3.0400","0.4906","0.2216"
"3.0600","0.4944","0.2192"
"3.0800","0.4981","0.2320"
"3.1000","0.5017","0.2278"
"3.1200","0.5052","0.2222"
"3.1400","0.5086","0.2197"
"3.1600","0.5115","0.2309"
"3.1800","0.5141","0.2420"
"3.2000","0.5167","0.2379"
"3.2200","0.5195","0.2380"
"3.2400","0.5224","0.2310"
"3.2600","0.5255","0.2514"
"3.2800","0.5287","0.2510"
"3.3000","0.5322","0.2452"
"3.3200","0.5361","0.2568"
"3.3400","0.5401","0.2611"
"3.3600","0.5439","0.2524"
"3.3800","0.5475","0.2658"
"3.4000","0.5509","0.2714"
"3.4200","0.5545","0.2593"
"3.4400","0.5580","0.2651"
"3.4600","0.5613","0.2675"
"3.4800","0.5642","0.2621"
"3.5000","0.5669","0.2788"
"3.5200","0.5696","0.2879"
"3.5400","0.5725","0.2715"
"3.5600","0.5756","0.2848"
"3.5800","0.5788","0.2948"
"3.6000","0.5822","0.2871"
"3.6200","0.5859","0.2914"
"3.6400","0.5898","0.2972"
"3.6600","0.5938","0.2921"
"3.6800","0.5975","0.2979"
"3.7000","0.6011","0.3075"
"3.7200","0.6046","0.2990"
"3.7400","0.6083","0.3104"
"3.7600","0.6117","0.3099"
"3.7800","0.6149","0.3101"
"3.8000","0.6176","0.3114"
"3.8200","0.6202","0.3328"
"3.8400","0.6230","0.3235"
"3.8600","0.6259","0.3171"
"3.8800","0.6289","0.3261"
"3.9000","0.6320","0.3281"
"3.9200","0.6354","0.3344"
"3.9400","0.6390","0.3354"
"3.9600","0.6428","0.3379"
"3.9800","0.6466","0.3455"
"4.0000","0.6502","0.3528"
"4.0200","0.6537","0.3525"
"4.0400","0.6572","0.3517"
"4.0600","0.6608","0.3729"
"4.0800","0.6643","0.3656"
"4.1000","0.6675","0.3569"
"4.1200","0.6702","0.3735"
"4.1400","0.6729","0.3718"
"4.1600","0.6758","0.3723"
"4.1800","0.6789","0.3728"
"4.2000","0.6822","0.3825"
"4.2200","0.6855","0.3960"
"4.2400","0.6892","0.3882"
"4.2600","0.6931","0.3996"
"4.2800","0.6971","0.3902"
"4.3000","0.7010","0.3963"
"4.3200","0.7046","0.4120"
"4.3400","0.7082","0.4078"
"4.3600","0.7117","0.4090"
"4.3800","0.7152","0.4203"
"4.4000","0.7183","0.4235"
"4.4200","0.7211","0.4316"
"4.4400","0.7237","0.4345"
"4.4600","0.7264","0.4304"
"4.4800","0.7293","0.4353"
"4.5000","0.7323","0.4420"
"4.5200","0.7354","0.4440"
"4.5400","0.7388","0.4475"
"4.5600","0.7425","0.4687"
"4.5800","0.7464","0.4559"
"4.6000","0.7504","0.4585"
"4.6200","0.7540","0.4802"
"4.6400","0.7576","0.4712"
"4.6600","0.7612","0.4846"
"4.6800","0.7648","0.4810"
"4.7000","0.7682","0.4743"
"4.7200","0.7713","0.4914"
"4.7400","0.7741","0.4967"
"4.7600","0.7767","0.4911"
"4.7800","0.7796","0.5012"
"4.8000","0.7826","0.5138"
"4.8200","0.7859","0.5038"
"4.8400","0.7892","0.5101"
"4.8600","0.7928","0.5309"
"4.8800","0.7965","0.5280"
"4.9000","0.8004","0.5383"
"4.9200","0.8042","0.5463"
"4.9400","0.8078","0.5333"
"4.9600","0.8113","0.5578"
"4.9800","0.8149","0.5568"
"5.0000","0.8185","0.5479"
"5.0200","0.8218","0.5471"
"5.0400","0.8247","0.5620"
"5.0600","0.8273","0.5664"
"5.0800","0.8299","0.5720"
"5.1000","0.8327","0.5803"
"5.1200","0.8357","0.5783"
"5.1400","0.8387","0.5854"
"5.1600","0.8418","0.5969"
"5.1800","0.8453","0.5943"
"5.2000","0.8491","0.6031"
"5.2200","0.8530","0.6172"
"5.2400","0.8568","0.6142"
"5.2600","0.8605","0.6244"
"5.2800","0.8641","0.6267"
"5.3000","0.8679","0.6432"
"5.3200","0.8715","0.6447"
"5.3400","0.8748","0.6415"
"5.3600","0.8776","0.6537"
"5.3800","0.8803","0.6510"
"5.4000","0.8830","0.6600"
"5.4200","0.8860","0.6736"
"5.4400","0.8890","0.6656"
"5.4600","0.8922","0.6736"
"5.4800","0.8956","0.6835"
"5.5000","0.8994","0.6867"
"5.5200","0.9033","0.6936"
"5.5400","0.9072","0.7048"
"5.5600","0.9110","0.7040"
"5.5800","0.9146","0.7018"
"5.6000","0.9181","0.7451"
"5.6200","0.9216","0.7271"
"5.6400","0.9249","0.7247"
"5.6600","0.9278","0.7355"
"5.6800","0.9304","0.7250"
"5.7000","0.9330","0.7340"
"5.7200","0.9358","0.7506"
"5.7400","0.9388","0.7728"
"5.7600","0.9419","0.7674"
"5.7800","0.9452","0.7638"
"5.8000","0.9487","0.7749"
"5.8200","0.9525","0.7638"
"5.8400","0.9565","0.8049"
"5.8600","0.9603","0.8137"
"5.8800","0.9639","0.8270"
"5.9000","0.9674","0.8339"
"5.9200","0.9710","0.8301"
"5.9400","0.9747","0.8285"
"5.9600","0.9781","0.8254"
"5.9800","0.9810","0.8371"
"6.0000","0.9836","0.8682"
"6.0200","0.9863","0.8889"
"6.0400","0.9893","0.8839"
"6.0600","0.9924","0.8455"
"6.0800","0.9957","0.8599"
"6.1000","0.9991","0.8901"
"6.1200","1.0027","0.9107"
"6.1400","1.0066","0.9347"
"6.1600","1.0105","0.9290"
"6.1800","1.0142","0.9452"
"6.2000","1.0178","0.9394"
"6.2200","1.0214","0.9294"
"6.2400","1.0249","0.9579"
"6.2600","1.0284","0.9707"
"6.2800","1.0315","0.9955"
"6.3000","1.0342","1.0041"
"6.3200","1.0368","0.9853"
"6.3400","1.0395","0.9775"
"6.3600","1.0424","0.9855"
"6.3800","1.0454","1.0148"
"6.4000","1.0485","1.0442"
"6.4200","1.0519","1.0680"
"6.4400","1.0557","1.0442"
"6.4600","1.0597","1.0390"
"6.4800","1.0636","1.0656"
"6.5000","1.0674","1.0757"
"6.5200","1.0710","1.1158"
"6.5400","1.0747","1.1305"
"6.5600","1.0785","1.1223"
"6.5800","1.0819","1.1151"
"6.6000","1.0848","1.1354"
"6.6200","1.0874","1.1367"
"6.6400","1.0900","1.1403"
"6.6600","1.0928","1.1731"
"6.6800","1.0958","1.1742"
"6.7000","1.0990","1.1791"
"6.7200","1.1022","1.1823"
"6.7400","1.1058","1.1925"
"6.7600","1.1097","1.2166"
"6.7800","1.1137","1.2391"
"6.8000","1.1175","1.2565"
"6.8200","1.1211","1.2688"
"6.8400","1.1247","1.2794"
"6.8600","1.1283","1.2702"
"6.8800","1.1318","1.2678"
"6.9000","1.1349","1.3097"
"6.9200","1.1377","1.3237"
"6.9400","1.1403","1.3370"
"6.9600","1.1430","1.3425"
"6.9800","1.1460","1.3383"
"7.0000","1.1491","1.3484"
"7.0200","1.1522","1.3585"
"7.0400","1.1557","1.3834"
"7.0600","1.1594","1.4076"
"7.0800","1.1634","1.4253"
"7.1000","1.1672","1.4217"
"7.1200","1.1708","1.4334"
"7.1400","1.1741","1.4503"
"7.1600","1.1776","1.4686"
"7.1800","1.1811","1.4951"
"7.2000","1.1846","1.5067"
"7.2200","1.1878","1.5114"
"7.2400","1.1906","1.5286"
"7.2600","1.1933","1.5303"
"7.2800","1.1962","1.5357"
"7.3000","1.1992","1.5522"
"7.3200","1.2024","1.5742"
"7.3400","1.2057","1.6044"
"7.3600","1.2092","1.6100"
"7.3800","1.2130","1.6217"
"7.4000","1.2168","1.6382"
"7.4200","1.2206","1.6727"
"7.4400","1.2242","1.6911"
"7.4600","1.2278","1.7089"
"7.4800","1.2314","1.7371"
"7.5000","1.2350","1.7416"
"7.5200","1.2383","1.7437"
"7.5400","1.2412","1.7607"
"7.5600","1.2438","1.7910"
"7.5800","1.2464","1.8104"
"7.6000","1.2493","1.8030"
"7.6200","1.2522","1.8107"
"7.6400","1.2552","1.8284"
"7.6600","1.2584","1.8387"
"7.6800","1.2619","1.8700"
"7.7000","1.2657","1.8995"
"7.7200","1.2697","1.9273"
"7.7400","1.2735","1.9457"
"7.7600","1.2772","1.9676"
"7.7800","1.2808","1.9857"
"7.8000","1.2845","1.9974"
"7.8200","1.2882","2.0391"
"7.8400","1.2915","2.0482"
"7.8600","1.2943","2.0614"
"7.8800","1.2968","2.0759"
"7.9000","1.2996","2.0797"
"7.9200","1.3026","2.0913"
"7.9400","1.3056","2.1172"
"7.9600","1.3088","2.1385"
"7.9800","1.3123","2.1655"
"8.0000","1.3160","2.1874"
"8.0200","1.3199","2.2116"
"8.0400","1.3238","2.2406"
"8.0600","1.3274","2.2677"
"8.0800","1.3309","2.3052"
"8.1000","1.3345","2.3241"
"8.1200","1.3380","2.3410"
"8.1400","1.3414","2.3598"
"8.1600","1.3444","2.3889"
"8.1800","1.3471","2.3909"
"8.2000","1.3498","2.4022"
"8.2200","1.3526","2.4328"
"8.2400","1.3556","2.4422"
"8.2600","1.3587","2.4612"
"8.2800","1.3620","2.5031"
"8.3000","1.3656","2.5259"
"8.3200","1.3695","2.5657"
"8.3400","1.3736","2.6032"
"8.3600","1.3774","2.6181"
"8.3800","1.3811","2.6625"
"8.4000","1.3847","2.6983"
"8.4200","1.3883","2.7183"
"8.4400","1.3918","2.7398"
"8.4600","1.3951","2.7522"
"8.4800","1.3979","2.7706"
"8.5000","1.4005","2.7905"
"8.5200","1.4031","2.8141"
"8.5400","1.4060","2.8229"
"8.5600","1.4092","2.8538"
"8.5800","1.4124","2.8814"
"8.6000","1.4157","2.9063"
"8.6200","1.4192","2.9651"
"8.6400","1.4230","3.0027"
"8.6600","1.4268","3.0360"
"8.6800","1.4305","3.0550"
"8.7000","1.4340","3.0850"
"8.7200","1.4375","3.1347"
"8.7400","1.4412","3.1573"
"8.7600","1.4447","3.1933"
"8.7800","1.4480","3.2208"
"8.8000","1.4508","3.2400"
"8.8200","1.4535","3.2645"
"8.8400","1.4562","3.2719"
"8.8600","1.4592","3.2986"
"8.8800","1.4622","3.3436"
"8.9000","1.4654","3.3830"
"8.9200","1.4689","3.4129"
"8.9400","1.4728","3.4536"
"8.9600","1.4768","3.5179"
"8.9800","1.4807","3.5592"
"9.0000","1.4844","3.5922"
"9.0200","1.4880","3.6381"
"9.0400","1.4916","3.6759"
"9.0600","1.4952","3.7110"
"9.0800","1.4984","3.7331"
"9.1000","1.5013","3.7600"
"9.1200","1.5039","3.7828"
"9.1400","1.5065","3.8018"
"9.1600","1.5093","3.8385"
"9.1800","1.5124","3.8623"
"9.2000","1.5155","3.9057"
"9.2200","1.5189","3.9566"
"9.2400","1.5224","3.9921"
"9.2600","1.5263","4.0680"
"9.2800","1.5302","4.1276"
"9.3000","1.5340","4.1564"
"9.3200","1.5376","4.2132"
"9.3400","1.5411","4.2572"
"9.3600","1.5446","4.2926"
"9.3800","1.5480","4.3251"
"9.4000","1.5513","4.3589"
"9.4200","1.5541","4.3845"
"9.4400","1.5567","4.4176"
"9.4600","1.5594","4.4608"
"9.4800","1.5623","4.4826"
"9.5000","1.5654","4.5302"
"9.5200","1.5686","4.5777"
"9.5400","1.5720","4.6276"
"9.5600","1.5757","4.7110"
"9.5800","1.5797","4.7769"
"9.6000","1.5836","4.8425"
"9.6200","1.5872","4.9043"
"9.6400","1.5907","4.9465"
"9.6600","1.5943","5.0158"
"9.6800","1.5979","5.0730"
"9.7000","1.6014","5.1230"
"9.7200","1.6046","5.1586"
"9.7400","1.6072","5.1714"
"9.7600","1.6098","5.2118"
"9.7800","1.6126","5.2424"
"9.8000","1.6156","5.2907"
"9.8200","1.6187","5.3531"
"9.8400","1.6220","5.4073"
"9.8600","1.6254","5.4808"
"9.8800","1.6291","5.5495"
"9.9000","1.6329","5.6352"
"9.9200","1.6368","5.7138"
"9.9400","1.6405","5.7862"
"9.9600","1.6441","5.8701"
"9.9800","1.6478","5.9263"
"10.0000","1.6515","5.9987"
"10.0200","1.6549","6.0736"
"10.0400","1.6580","6.1013"
"10.0600","1.6607","6.1372"
"10.0800","1.6634","6.1750"
"10.1000","1.6663","6.2300"
"10.1200","1.6693","6.2771"
"10.1400","1.6724","6.3433"
"10.1600","1.6757","6.4371"
"10.1800","1.6793","6.5221"
"10.2000","1.6831","6.6238"
"10.2200","1.6870","6.7126"
"10.2400","1.6907","6.8033"
"10.2600","1.6943","6.9004"
"10.2800","1.6979","6.9812"
"10.3000","1.7015","7.0581"
"10.3200","1.7050","7.1230"
"10.3400","1.7082","7.1855"
"10.3600","1.7109","7.2432"
"10.3800","1.7135","7.2687"
"10.4000","1.7162","7.3285"
"10.4200","1.7191","7.3944"
"10.4400","1.7221","7.4537"
"10.4600","1.7253","7.5489"
"10.4800","1.7287","7.6492"
"10.5000","1.7323","7.7760"
"10.5200","1.7362","7.8963"
"10.5400","1.7402","8.0222"
"10.5600","1.7439","8.1300"
"10.5800","1.7476","8.2235"
"10.6000","1.7512","8.3442"
"10.6200","1.7548","8.4454"
"10.6400","1.7582","8.5185"
"10.6600","1.7612","8.5789"
"10.6800","1.7639","8.6258"
"10.7000","1.7665","8.6810"
"10.7200","1.7693","8.7609"
"10.7400","1.7723","8.8584"
"10.7600","1.7755","8.9626"
"10.7800","1.7788","9.0742"
"10.8000","1.7825","9.2361"
"10.8200","1.7865","9.3853"
"10.8400","1.7906","9.5541"
"10.8600","1.7945","9.7079"
"10.8800","1.7981","9.8089"
"10.9000","1.8016","9.9342"
"10.9200","1.8051","10.0570"
"10.9400","1.8085","10.1626"
"10.9600","1.8117","10.2395"
"10.9800","1.8145","10.3071"
"11.0000","1.8170","10.3645"
"11.0200","1.8196","10.4326"
"11.0400","1.8225","10.5289"
"11.0600","1.8255","10.6498"
"11.0800","1.8286","10.7777"
"11.1000","1.8319","10.9352"
"11.1200","1.8354","11.1056"
"11.1400","1.8391","11.3001"
"11.1600","1.8429","11.4927"
"11.1800","1.8467","11.6649"
"11.2000","1.8504","11.8339"
"11.2200","1.8541","12.0038"
"11.2400","1.8578","12.2007"
"11.2600","1.8615","12.3555"
"11.2800","1.8647","12.4660"
"11.3000","1.8676","12.5624"
"11.3200","1.8702","12.6334"
"11.3400","1.8730","12.7488"
"11.3600","1.8760","12.8915"
"11.3800","1.8790","13.0317"
"11.4000","1.8822","13.2032"
"11.4200","1.8856","13.4162"
"11.4400","1.8892","13.6522"
"11.4600","1.8931","13.9056"
"11.4800","1.8970","14.1487"
"11.5000","1.9007","14.3572"
"11.5200","1.9043","14.5567"
"11.5400","1.9079","14.7827"
"11.5600","1.9115","14.9939"
"11.5800","1.9148","15.1699"
"11.6000","1.9178","15.2791"
"11.6200","1.9204","15.3567"
"11.6400","1.9229","15.4742"
"11.6600","1.9256","15.6308"
"11.6800","1.9286","15.8146"
"11.7000","1.9317","16.0345"
"11.7200","1.9350","16.2687"
"11.7400","1.9385","16.5637"
"11.7600","1.9424","16.8987"
"11.7800","1.9463","17.2279"
"11.8000","1.9502","17.5341"
"11.8200","1.9538","17.8107"
"11.8400","1.9575","18.1008"
"11.8600","1.9612","18.4079"
"11.8800","1.9649","18.7079"
"11.9000","1.9682","18.9342"
"11.9200","1.9711","19.0647"
"11.9400","1.9738","19.2118"
"11.9600","1.9765","19.3995"
"11.9800","1.9795","19.6606"
"12.0000","1.9826","19.9444"
"12.0200","1.9859","20.2554"
"12.0400","1.9894","20.6427"
"12.0600","1.9932","21.0781"
"12.0800","1.9972","21.5205"
"12.1000","2.0010","21.9208"
"12.1200","2.0045","22.2470"
"12.1400","2.0078","22.5624"
"12.1600","2.0112","22.9082"
"12.1800","2.0147","23.2819"
"12.2000","2.0181","23.6316"
"12.2200","2.0211","23.8962"
"12.2400","2.0237","24.0929"
"12.2600","2.0263","24.2869"
"12.2800","2.0290","24.5916"
"12.3000","2.0320","24.9728"
"12.3200","2.0352","25.3904"
"12.3400","2.0385","25.8541"
"12.3600","2.0420","26.3667"
"12.3800","2.0457","26.9502"
"12.4000","2.0496","27.5719"
"12.4200","2.0535","28.1614"
"12.4400","2.0572","28.7046"
"12.4600","2.0608","29.2534"
"12.4800","2.0645","29.8408"
"12.4860","2.0656","30.0218"

